 No., BrcContingencyIndex, fbusCont, tbusCont, #ofPVtoPQ
 1180 1474 1120 1301 50
 1181 1475 1120 1571 31
 1182 1476 1121 1231 53
 1183 1477 1121 1553 42
 1184 1478 1122 1143 43
 1185 1479 1122 1169 33
 1186 1480 1122 1283 34
 1187 1481 1123 1342 56
 1188 1482 1123 1528 59
 1189 1484 1127 1452 38
 1190 1488 1131 1232 45
 1191 1489 1131 1383 46
 1192 1490 1132 1195 61
 1193 1491 1132 1532 51
 1194 1492 1133 1430 36
 1195 1495 1138 1368 39
 1196 1496 1138 1435 46
 1197 1497 1138 1525 35
 1198 1498 1138 1600 49
 1199 1499 1139 1229 49
 1200 1500 1139 1451 48
 1201 1501 1140 1188 51
 1202 1502 1140 1257 52
 1203 1503 1140 1357 51
 1204 1505 1140 1598 56
 1205 1506 1141 1189 50
 1206 1507 1141 1191 35
 1207 1508 1141 1191 35
 1208 1510 1141 1397 52
 1209 1511 1142 1426 35
 1210 1512 1143 1745 40
 1211 1513 1144 1212 47
 1212 1514 1144 1595 49
 1213 1515 1145 1274 35
 1214 1516 1146 1318 39
 1215 1517 1146 1581 35
 1216 1518 1147 1485 39
 1217 1519 1148 1382 32
 1218 1520 1148 1576 33
 1219 1522 1149 1313 53
 1220 1524 1151 1216 39
 1221 1525 1151 1417 45
 1222 1527 1153 1490 36
 1223 1529 1155 1228 50
 1224 1530 1155 1357 51
 1225 1532 1158 1222 39
 1226 1533 1158 1453 37
 1227 1536 1161 1358 47
 1228 1537 1162 1485 51
 1229 1538 1163 1536 33
 1230 1541 1166 1452 50
 1231 1542 1167 1453 33
 1232 1544 1170 1389 51
 1233 1545 1171 1269 47
 1234 1546 1171 1556 54
 1235 1548 1175 1580 50
 1236 1551 1179 1384 40
 1237 1552 1179 1522 36
 1238 1554 1181 1190 56
 1239 1555 1182 1448 38
 1240 1556 1182 1449 35
 1241 1557 1182 1463 51
 1242 1558 1183 1194 35
 1243 1559 1183 1315 42
 1244 1560 1183 1460 55
 1245 1561 1183 1488 35
 1246 1562 1184 1236 53
 1247 1563 1185 1367 36
 1248 1564 1185 1489 48
 1249 1567 1188 1256 51
 1250 1568 1189 1380 52
 1251 1571 1192 1209 48
 1252 1572 1192 1282 39
 1253 1574 1192 1578 47
 1254 1575 1193 1576 50
 1255 1576 1194 1534 33
 1256 1577 1195 1278 35
 1257 1578 1196 1353 48
 1258 1581 1200 1355 52
 1259 1582 1200 1517 55
 1260 1583 1201 1202 52
 1261 1584 1201 1373 35
 1262 1585 1201 1527 50
 1263 1586 1202 1338 49
 1264 1587 1202 1523 42
 1265 1588 1203 1325 46
 1266 1589 1203 1345 54
 1267 1590 1203 1524 50
 1268 1591 1204 1279 34
 1269 1592 1204 1536 33
 1270 1593 1205 1380 51
 1271 1594 1206 1599 52
 1272 1596 1209 1479 44
 1273 1599 1212 1213 50
 1274 1601 1212 1582 36
 1275 1603 1213 1336 47
 1276 1604 1213 1593 32
 1277 1605 1213 1594 59
 1278 1606 1214 1504 37
 1279 1607 1215 1249 49
 1280 1608 1217 1348 44
 1281 1609 1217 1444 50
 1282 1611 1219 1505 41
 1283 1613 1223 1250 35
 1284 1616 1226 1261 41
 1285 1617 1226 1383 40
 1286 1618 1227 1260 35
 1287 1619 1228 1368 48
 1288 1620 1230 1498 55
 1289 1621 1231 1499 58
 1290 1622 1233 1312 53
 1291 1623 1233 1363 52
 1292 1624 1233 1382 51
 1293 1625 1233 1526 53
 1294 1626 1233 1599 48
 1295 1627 1234 1347 50
 1296 1628 1234 1564 51
 1297 1630 1239 1535 40
 1298 1631 1239 1565 38
 1299 1632 1241 1518 56
 1300 1634 1243 1251 35
 1301 1635 1244 1311 52
 1302 1636 1244 1326 43
 1303 1637 1244 1330 41
 1304 1638 1244 1546 37
 1305 1639 1245 1291 49
 1306 1641 1245 1425 34
 1307 1644 1248 1375 49
 1308 1645 1248 1390 49
 1309 1646 1249 1427 49
 1310 1647 1250 1251 40
 1311 1648 1250 1271 46
 1312 1649 1250 1290 47
 1313 1650 1250 1310 35
 1314 1651 1250 1403 34
 1315 1652 1251 1487 34
 1316 1654 1253 1514 49
 1317 1655 1253 1544 49
 1318 1658 1257 1508 54
 1319 1659 1259 1336 50
 1320 1660 1259 1563 53
 1321 1661 1260 1261 36
 1322 1663 1262 1337 42
 1323 1664 1262 1528 49
 1324 1666 1265 1313 49
 1325 1667 1265 1503 50
 1326 1668 1267 1292 51
 1327 1669 1269 1543 47
 1328 1673 1275 1545 50
 1329 1674 1276 1392 39
 1330 1675 1276 1536 36
 1331 1676 1277 1339 46
 1332 1677 1277 1500 49
 1333 1678 1278 1569 33
 1334 1679 1283 1454 35
 1335 1681 1284 1417 48
 1336 1682 1285 1298 33
 1337 1683 1285 1408 45
 1338 1685 1290 1495 34
 1339 1686 1291 1435 33
 1340 1687 1293 1467 44
 1341 1688 1293 1577 35
 1342 1689 1294 1577 33
 1343 1690 1295 1328 58
 1344 1691 1295 1475 52
 1345 1693 1298 1418 50
 1346 1694 1301 1342 52
 1347 1695 1303 1507 55
 1348 1696 1303 1598 51
 1349 1699 1307 1538 37
 1350 1700 1308 1420 33
 1351 1701 1309 1562 42
 1352 1702 1309 1802 46
 1353 1703 1310 1462 32
 1354 1704 1311 1329 53
 1355 1708 1319 1580 50
 1356 1711 1323 1360 54
 1357 1712 1329 1538 36
 1358 1713 1329 1587 42
 1359 1714 1330 1587 42
 1360 1717 1335 1374 56
 1361 1718 1339 1503 48
 1362 1720 1343 1344 50
 1363 1721 1343 1574 51
 1364 1722 1344 1520 36
 1365 1723 1346 1426 39
 1366 1724 1346 1527 51
 1367 1725 1346 1579 38
 1368 1726 1347 1553 46
 1369 1727 1351 1452 36
 1370 1728 1351 1494 49
 1371 1730 1353 1539 48
 1372 1731 1356 1390 35
 1373 1732 1360 1476 53
 1374 1734 1362 1570 33
 1375 1735 1363 1499 43
 1376 1737 1366 1502 44
 1377 1738 1367 1432 48
 1378 1739 1369 1533 48
 1379 1740 1369 1601 51
 1380 1743 1373 1524 36
 1381 1744 1375 1376 33
 1382 1745 1375 1445 35
 1383 1746 1376 1392 35
 1384 1747 1376 1538 34
 1385 1749 1378 1540 34
 1386 1750 1379 1388 33
 1387 1752 1382 1383 48
 1388 1753 1383 1482 48
 1389 1754 1383 1576 33
 1390 1755 1384 1565 50
 1391 1757 1388 1552 34
 1392 1758 1389 1537 51
 1393 1760 1393 1394 49
 1394 1761 1394 1502 50
 1395 1763 1397 1443 50
 1396 1764 1398 1416 51
 1397 1765 1398 1544 47
 1398 1772 1407 1581 35
 1399 1773 1408 1411 39
 1400 1774 1410 1601 51
 1401 1776 1413 1556 28
 1402 1777 1414 1430 33
 1403 1778 1415 1453 41
 1404 1779 1415 1537 51
 1405 1780 1416 1440 42
 1406 1781 1416 1514 50
 1407 1783 1417 1548 55
 1408 1785 1421 1422 57
 1409 1786 1421 1423 51
 1410 1787 1423 1463 54
 1411 1788 1424 1445 34
 1412 1789 1426 1489 49
 1413 1790 1427 1431 40
 1414 1791 1427 1432 34
 1415 1792 1430 1595 50
 1416 1793 1431 1432 35
 1417 1794 1431 1489 51
 1418 1797 1435 1475 50
 1419 1798 1435 1518 31
 1420 1801 1439 1513 46
 1421 1804 1443 1540 36
 1422 1811 1461 1533 36
 1423 1812 1461 1600 35
 1424 1814 1469 1470 54
 1425 1815 1469 1515 54
 1426 1818 1477 1574 46
 1427 1819 1483 1503 47
 1428 1820 1484 1502 51
 1429 1821 1486 1549 37
 1430 1822 1487 1492 34
 1431 1823 1490 1491 55
 1432 1825 1494 1537 50
 1433 1828 1498 1526 50
 1434 1829 1502 1503 49
 1435 1830 1502 1515 49
 1436 1831 1504 1534 49
 1437 1833 1505 1557 30
 1438 1834 1506 1508 43
 1439 1835 1506 1517 38
 1440 1836 1507 1517 33
 1441 1844 1540 1583 51
 1442 1846 1548 1579 48
 1443 1847 1560 1578 50
 1444 1849 1563 1564 50
 1445 1850 1565 1573 51
 1446 1853 1580 1581 54
 1447 1854 1582 1586 36
 1448 1857 1602 1729 55
 1449 1858 1602 2001 51
 1450 1860 1603 1759 54
 1451 1861 1603 2103 55
 1452 1863 1606 1673 40
 1453 1864 1606 2095 38
 1454 1865 1607 1809 43
 1455 1866 1607 2226 38
 1456 1867 1608 1687 51
 1457 1868 1608 1826 51
 1458 1869 1609 1700 46
 1459 1870 1609 1823 52
 1460 1871 1609 2087 52
 1461 1873 1610 1623 33
 1462 1874 1610 1987 33
 1463 1875 1612 1641 55
 1464 1876 1612 1662 54
 1465 1877 1613 1859 35
 1466 1878 1613 1921 35
 1467 1881 1616 1848 54
 1468 1882 1616 2071 44
 1469 1883 1617 1618 49
 1470 1884 1617 1840 35
 1471 1886 1618 1619 35
 1472 1887 1618 1651 33
 1473 1889 1619 1777 48
 1474 1890 1619 1839 33
 1475 1893 1620 1897 48
 1476 1894 1620 2059 35
 1477 1895 1622 1894 38
 1478 1896 1622 2076 47
 1479 1897 1623 1830 36
 1480 1898 1623 1832 55
 1481 1899 1623 2383 29
 1482 1900 1624 1734 32
 1483 1901 1624 1889 33
 1484 1902 1624 1898 33
 1485 1903 1624 2383 35
 1486 1908 1628 2107 42
 1487 1909 1628 2112 35
 1488 1910 1629 1659 52
 1489 1911 1629 1823 47
 1490 1914 1632 1664 49
 1491 1915 1632 1693 45
 1492 1916 1633 1874 50
 1493 1917 1633 1906 49
 1494 1918 1634 1860 48
 1495 1919 1634 2113 51
 1496 1921 1635 1743 34
 1497 1922 1635 1810 50
 1498 1923 1637 1748 54
 1499 1925 1637 1932 47
 1500 1927 1638 1990 50
 1501 1928 1638 2044 59
 1502 1929 1638 2070 48
 1503 1930 1639 1735 47
 1504 1931 1639 2103 56
 1505 1932 1640 1903 63
 1506 1933 1640 2015 56
 1507 1934 1641 2020 53
 1508 1939 1644 1761 39
 1509 1940 1644 1971 41
 1510 1941 1645 1650 48
 1511 1942 1645 1776 52
 1512 1943 1646 1655 45
 1513 1944 1646 1674 40
 1514 1946 1647 1731 49
 1515 1947 1647 1767 33
 1516 1952 1649 1752 42
 1517 1953 1649 1884 46
 1518 1954 1649 1948 59
 1519 1955 1649 1956 51
 1520 1956 1650 1930 44
 1521 1957 1650 1931 53
 1522 1958 1650 2068 34
 1523 1959 1650 2077 46
 1524 1960 1651 1916 35
 1525 1961 1652 1663 51
 1526 1962 1652 1804 53
 1527 1963 1653 1918 45
 1528 1964 1653 2018 38
 1529 1965 1654 1669 46
 1530 1966 1654 1950 49
 1531 1967 1655 1901 50
 1532 1968 1656 1673 41
 1533 1969 1656 1917 44
 1534 1970 1657 2002 54
 1535 1971 1657 2106 49
 1536 1972 1658 1693 47
 1537 1973 1658 1845 46
 1538 1974 1658 1913 36
 1539 1975 1658 2078 48
 1540 1976 1659 1985 52
 1541 1979 1661 1667 39
 1542 1980 1661 1804 38
 1543 1981 1662 1788 61
 1544 1982 1662 1826 51
 1545 1983 1663 1992 50
 1546 1985 1664 1775 58
 1547 1986 1664 2020 51
 1548 1987 1666 1667 51
 1549 1988 1666 1983 44
 1550 1989 1667 2038 30
 1551 1993 1669 1700 52
 1552 1994 1669 1758 51
 1553 1998 1673 1986 47
 1554 1999 1674 1854 46
 1555 2000 1674 1893 45
 1556 2001 1674 1918 49
 1557 2002 1675 1684 42
 1558 2003 1675 1917 41
 1559 2004 1676 1864 40
 1560 2005 1676 1945 37
 1561 2010 1680 1681 33
 1562 2011 1680 1921 36
 1563 2012 1680 1960 35
 1564 2014 1680 2012 35
 1565 2015 1681 1834 34
 1566 2016 1681 1859 33
 1567 2017 1681 1904 47
 1568 2018 1681 2096 41
 1569 2019 1682 1683 37
 1570 2020 1682 2029 36
 1571 2021 1683 1684 35
 1572 2022 1684 2015 35
 1573 2025 1686 1720 51
 1574 2026 1686 1827 53
 1575 2027 1686 1962 53
 1576 2029 1687 1983 47
 1577 2030 1688 1835 31
 1578 2031 1688 2086 40
 1579 2036 1691 1861 32
 1580 2037 1691 1874 45
 1581 2039 1694 1832 52
 1582 2040 1694 1963 56
 1583 2044 1701 1912 39
 1584 2045 1701 1922 41
 1585 2046 1703 1788 43
 1586 2047 1703 1951 55
 1587 2048 1704 1956 44
 1588 2049 1704 2112 40
 1589 2050 1705 1814 55
 1590 2051 1705 1974 56
 1591 2055 1709 2046 51
 1592 2056 1709 2112 49
 1593 2060 1712 1760 59
 1594 2061 1712 1762 57
 1595 2064 1715 1748 52
 1596 2065 1715 2022 53
 1597 2066 1716 1739 35
 1598 2067 1716 1847 45
 1599 2070 1717 1967 53
 1600 2071 1717 2108 33
 1601 2072 1719 2085 42
 1602 2073 1719 2087 36
 1603 2074 1720 2071 49
 1604 2077 1723 1731 34
 1605 2078 1723 1838 34
 1606 2079 1724 1795 49
 1607 2080 1724 1906 43
 1608 2082 1726 1727 38
 1609 2083 1726 1756 46
 1610 2084 1726 1766 46
 1611 2085 1727 1825 43
 1612 2088 1729 1787 55
 1613 2089 1730 1884 32
 1614 2090 1730 1981 52
 1615 2092 1733 1735 49
 1616 2093 1733 1737 56
 1617 2094 1734 1767 33
 1618 2096 1734 1830 33
 1619 2098 1737 1993 52
 1620 2100 1739 1959 35
 1621 2101 1739 1969 54
 1622 2104 1742 1743 50
 1623 2105 1742 1963 49
 1624 2106 1744 1901 45
 1625 2107 1744 1906 49
 1626 2108 1744 1999 32
 1627 2109 1745 2043 50
 1628 2110 1746 1862 51
 1629 2111 1746 2085 37
 1630 2113 1747 2041 48
 1631 2114 1747 2044 47
 1632 2115 1747 2056 48
 1633 2118 1748 2055 35
 1634 2119 1748 2061 47
 1635 2120 1748 2114 51
 1636 2124 1752 1783 42
 1637 2125 1753 1772 44
 1638 2128 1756 1794 55
 1639 2130 1758 1822 52
 1640 2131 1759 1801 54
 1641 2132 1760 1863 35
 1642 2133 1760 1888 50
 1643 2134 1760 1964 51
 1644 2135 1761 1855 39
 1645 2136 1761 1883 48
 1646 2137 1761 2234 43
 1647 2139 1766 1935 55
 1648 2144 1772 1801 53
 1649 2147 1776 1777 52
 1650 2148 1776 1942 34
 1651 2149 1778 1782 47
 1652 2150 1778 1919 42
 1653 2153 1781 1920 46
 1654 2154 1781 2077 44
 1655 2155 1782 1783 41
 1656 2156 1784 1919 43
 1657 2157 1784 2067 35
 1658 2161 1789 1790 44
 1659 2162 1789 1919 50
 1660 2163 1790 2113 48
 1661 2166 1794 1796 55
 1662 2167 1795 1894 48
 1663 2168 1796 1843 48
 1664 2169 1796 1878 50
 1665 2173 1802 2092 53
 1666 2175 1807 1829 35
 1667 2176 1807 1839 35
 1668 2177 1809 1964 43
 1669 2179 1810 2090 39
 1670 2181 1812 1865 33
 1671 2182 1812 1865 33
 1672 2185 1814 1969 57
 1673 2186 1814 2069 54
 1674 2189 1818 1819 37
 1675 2190 1818 2068 37
 1676 2191 1819 1885 54
 1677 2193 1822 1828 54
 1678 2195 1822 1952 54
 1679 2196 1823 1910 53
 1680 2197 1823 2084 51
 1681 2198 1824 1906 53
 1682 2199 1824 1926 50
 1683 2200 1825 2101 40
 1684 2201 1827 1985 51
 1685 2202 1828 2098 55
 1686 2203 1829 1942 34
 1687 2204 1830 1838 34
 1688 2205 1831 1846 37
 1689 2206 1831 1864 40
 1690 2207 1833 1976 42
 1691 2208 1833 2047 44
 1692 2209 1834 1960 36
 1693 2210 1835 1944 36
 1694 2211 1836 1975 53
 1695 2212 1836 2102 57
 1696 2213 1837 1962 54
 1697 2214 1837 2102 53
 1698 2215 1839 2010 56
 1699 2216 1839 2100 32
 1700 2217 1840 2010 56
 1701 2220 1843 2000 52
 1702 2222 1845 1939 56
 1703 2223 1845 1945 34
 1704 2224 1846 1992 46
 1705 2225 1846 2080 54
 1706 2226 1847 1925 52
 1707 2227 1848 1939 52
 1708 2229 1850 1945 47
 1709 2230 1850 1991 49
 1710 2232 1853 1926 53
 1711 2233 1853 1986 44
 1712 2234 1854 1924 49
 1713 2235 1855 2101 42
 1714 2236 1856 1986 51
 1715 2237 1856 2047 46
 1716 2239 1860 1862 46
 1717 2240 1861 2093 58
 1718 2241 1863 2023 45
 1719 2244 1865 1963 48
 1720 2245 1865 2090 50
 1721 2249 1869 1877 55
 1722 2250 1869 1978 53
 1723 2251 1873 1881 54
 1724 2253 1873 2013 47
 1725 2254 1873 2070 48
 1726 2255 1875 1876 51
 1727 2256 1875 1877 56
 1728 2257 1876 1878 51
 1729 2258 1877 1880 53
 1730 2260 1878 1935 53
 1731 2261 1880 1932 48
 1732 2262 1880 1947 48
 1733 2263 1880 2050 48
 1734 2264 1881 2000 47
 1735 2265 1881 2033 48
 1736 2266 1881 2035 50
 1737 2267 1881 2079 50
 1738 2269 1882 2273 51
 1739 2270 1882 2333 49
 1740 2271 1883 2064 41
 1741 2272 1883 2244 54
 1742 2273 1883 2278 59
 1743 2274 1884 2061 51
 1744 2276 1885 1934 51
 1745 2279 1888 1943 56
 1746 2281 1889 1987 37
 1747 2282 1891 1892 48
 1748 2283 1891 2021 47
 1749 2284 1892 2041 45
 1750 2285 1893 1923 47
 1751 2286 1895 1900 36
 1752 2287 1895 1927 48
 1753 2289 1897 1988 55
 1754 2291 1898 2014 35
 1755 2292 1900 1903 32
 1756 2293 1900 2073 34
 1757 2294 1901 1924 35
 1758 2295 1902 2002 53
 1759 2296 1902 2073 53
 1760 2299 1906 1907 54
 1761 2301 1906 1959 34
 1762 2302 1907 1914 34
 1763 2303 1907 1929 46
 1764 2306 1910 2097 52
 1765 2307 1911 1996 51
 1766 2308 1911 2112 46
 1767 2309 1912 2096 35
 1768 2310 1913 2086 30
 1769 2312 1914 1975 38
 1770 2313 1914 2038 34
 1771 2314 1916 2100 35
 1772 2316 1920 2072 48
 1773 2317 1921 1922 53
 1774 2318 1921 1995 48
 1775 2319 1922 2012 36
 1776 2320 1922 2080 54
 1777 2321 1923 2076 49
 1778 2322 1925 1933 52
 1779 2323 1927 2073 36
 1780 2324 1929 2018 50
 1781 2325 1930 2074 46
 1782 2326 1931 1977 50
 1783 2327 1933 2095 45
 1784 2328 1934 1988 49
 1785 2333 1943 1993 54
 1786 2334 1944 2049 34
 1787 2336 1947 1948 56
 1788 2338 1950 1951 51
 1789 2339 1952 1953 51
 1790 2340 1953 2093 60
 1791 2341 1955 1956 56
 1792 2342 1955 2033 49
 1793 2347 1965 2048 35
 1794 2348 1965 2084 50
 1795 2349 1966 2090 48
 1796 2350 1966 2114 52
 1797 2351 1967 1987 50
 1798 2352 1968 2048 48
 1799 2353 1968 2113 51
 1800 2354 1970 1999 31
 1801 2355 1970 2038 44
 1802 2356 1971 2047 40
 1803 2358 1974 1976 51
 1804 2359 1977 2037 31
 1805 2360 1978 2013 51
 1806 2364 1981 1987 46
 1807 2366 1987 2014 35
 1808 2367 1988 2108 29
 1809 2368 1989 1991 51
 1810 2369 1989 2049 34
 1811 2370 1990 2079 52
 1812 2371 1995 2078 47
 1813 2372 1996 2085 47
 1814 2373 2001 2023 50
 1815 2384 2021 2056 46
 1816 2385 2021 2058 58
 1817 2386 2022 2035 44
 1818 2387 2022 2037 49
 1819 2389 2029 2064 41
 1820 2391 2034 2050 49
 1821 2392 2034 2058 48
 1822 2395 2037 2055 50
 1823 2396 2038 2106 38
 1824 2399 2046 2069 58
 1825 2403 2059 2091 31
 1826 2404 2067 2107 36
 1827 2405 2072 2074 47
 1828 2409 2088 2089 38
 1829 2410 2088 2092 35
 1830 2411 2090 2091 46
 1831 2412 2097 2099 53
 1832 2413 2098 2099 54
 1833 2415 2116 2166 58
 1834 2416 2116 2167 47
 1835 2417 2117 2216 39
 1836 2418 2117 2235 38
 1837 2419 2118 2131 60
 1838 2420 2118 2134 63
 1839 2421 2119 2123 46
 1840 2422 2119 2220 34
 1841 2424 2119 2368 37
 1842 2425 2119 2368 37
 1843 2427 2120 2245 49
 1844 2428 2120 2365 45
 1845 2430 2121 2158 41
 1846 2431 2121 2199 33
 1847 2432 2121 2380 37
 1848 2434 2123 2306 48
 1849 2435 2124 2129 55
 1850 2436 2124 2250 49
 1851 2437 2124 2308 52
 1852 2438 2125 2229 42
 1853 2439 2125 2377 37
 1854 2440 2126 2132 53
 1855 2441 2126 2194 55
 1856 2442 2127 2284 51
 1857 2443 2127 2290 58
 1858 2445 2129 2193 55
 1859 2447 2131 2306 38
 1860 2448 2132 2196 53
 1861 2451 2134 2194 55
 1862 2453 2135 2164 35
 1863 2454 2135 2268 34
 1864 2455 2136 2251 54
 1865 2456 2136 2282 51
 1866 2457 2137 2142 53
 1867 2459 2137 2348 49
 1868 2460 2138 2139 54
 1869 2461 2138 2169 53
 1870 2462 2138 2173 50
 1871 2463 2138 2377 56
 1872 2464 2139 2255 60
 1873 2465 2139 2304 57
 1874 2467 2140 2349 36
 1875 2468 2140 2349 36
 1876 2469 2141 2345 53
 1877 2470 2141 2357 55
 1878 2471 2142 2316 58
 1879 2472 2143 2187 57
 1880 2473 2143 2294 46
 1881 2477 2147 2169 50
 1882 2478 2147 2233 56
 1883 2481 2150 2229 50
 1884 2482 2150 2322 43
 1885 2483 2151 2164 33
 1886 2484 2151 2323 34
 1887 2485 2152 2260 60
 1888 2486 2152 2290 59
 1889 2488 2154 2200 46
 1890 2489 2154 2303 50
 1891 2490 2155 2360 34
 1892 2491 2155 2362 48
 1893 2492 2156 2157 43
 1894 2493 2156 2366 39
 1895 2494 2157 2158 37
 1896 2495 2157 2214 42
 1897 2496 2157 2351 46
 1898 2497 2158 2213 37
 1899 2498 2159 2160 54
 1900 2499 2159 2165 51
 1901 2500 2159 2251 35
 1902 2501 2159 2284 55
 1903 2502 2159 2375 39
 1904 2503 2160 2279 55
 1905 2504 2161 2298 38
 1906 2505 2161 2375 41
 1907 2508 2165 2233 59
 1908 2509 2165 2263 62
 1909 2510 2165 2296 62
 1910 2511 2165 2328 46
 1911 2512 2166 2168 51
 1912 2513 2166 2171 55
 1913 2514 2166 2282 55
 1914 2516 2166 2338 54
 1915 2517 2167 2169 51
 1916 2518 2167 2286 51
 1917 2519 2167 2287 52
 1918 2521 2168 2263 59
 1919 2522 2168 2275 55
 1920 2524 2169 2299 34
 1921 2526 2170 2205 50
 1922 2527 2170 2206 60
 1923 2528 2170 2241 55
 1924 2529 2170 2275 55
 1925 2530 2170 2327 36
 1926 2531 2170 2367 52
 1927 2532 2171 2330 53
 1928 2533 2172 2173 36
 1929 2534 2172 2180 34
 1930 2535 2172 2341 52
 1931 2536 2172 2356 56
 1932 2537 2173 2179 52
 1933 2538 2173 2332 34
 1934 2539 2174 2257 57
 1935 2540 2174 2267 59
 1936 2544 2177 2232 43
 1937 2545 2177 2352 57
 1938 2546 2178 2199 31
 1939 2547 2178 2209 36
 1940 2548 2179 2299 57
 1941 2549 2180 2332 35
 1942 2553 2184 2286 51
 1943 2554 2184 2296 55
 1944 2556 2186 2188 52
 1945 2557 2186 2193 58
 1946 2558 2186 2309 57
 1947 2559 2187 2221 47
 1948 2560 2187 2225 51
 1949 2561 2187 2352 58
 1950 2562 2188 2221 51
 1951 2563 2188 2324 49
 1952 2566 2191 2228 36
 1953 2567 2191 2250 52
 1954 2568 2191 2276 54
 1955 2569 2191 2335 40
 1956 2570 2192 2237 53
 1957 2571 2192 2274 54
 1958 2572 2195 2196 36
 1959 2573 2195 2212 55
 1960 2574 2195 2336 47
 1961 2575 2195 2368 48
 1962 2576 2196 2204 53
 1963 2577 2196 2220 55
 1964 2579 2197 2274 48
 1965 2580 2197 2333 47
 1966 2581 2198 2258 51
 1967 2582 2198 2272 40
 1968 2583 2200 2361 47
 1969 2586 2203 2205 58
 1970 2588 2203 2328 53
 1971 2589 2204 2210 58
 1972 2590 2206 2356 47
 1973 2592 2208 2255 52
 1974 2593 2208 2341 53
 1975 2594 2209 2351 38
 1976 2595 2210 2316 57
 1977 2596 2211 2214 40
 1978 2597 2211 2224 37
 1979 2598 2212 2295 53
 1980 2599 2213 2224 38
 1981 2600 2215 2217 53
 1982 2601 2215 2278 50
 1983 2602 2216 2218 44
 1984 2603 2217 2237 47
 1985 2604 2218 2245 45
 1986 2607 2221 2223 54
 1987 2608 2221 2238 51
 1988 2609 2222 2227 37
 1989 2610 2222 2352 41
 1990 2611 2223 2240 57
 1991 2612 2224 2318 37
 1992 2613 2225 2276 57
 1993 2614 2226 2362 41
 1994 2615 2227 2339 36
 1995 2616 2228 2267 57
 1996 2617 2229 2230 50
 1997 2618 2230 2355 39
 1998 2619 2231 2236 60
 1999 2620 2231 2334 61
 2000 2621 2232 2292 46
 2001 2622 2232 2362 41
 2002 2623 2233 2259 36
 2003 2624 2233 2259 36
 2004 2625 2234 2361 45
 2005 2626 2235 2257 37
 2006 2627 2236 2359 48
 2007 2629 2237 2273 52
 2008 2630 2238 2298 39
 2009 2631 2239 2268 46
 2010 2632 2239 2380 33
 2011 2633 2240 2335 51
 2012 2634 2241 2338 44
 2013 2635 2242 2246 61
 2014 2636 2242 2280 57
 2015 2637 2243 2309 52
 2016 2638 2243 2324 52
 2017 2639 2244 2310 46
 2018 2641 2246 2258 58
 2019 2643 2249 2262 54
 2020 2646 2254 2323 35
 2021 2647 2254 2380 36
 2022 2648 2256 2283 52
 2023 2649 2256 2287 60
 2024 2650 2257 2258 55
 2025 2651 2257 2260 44
 2026 2652 2257 2262 50
 2027 2653 2258 2261 42
 2028 2654 2260 2261 56
 2029 2655 2260 2271 53
 2030 2656 2260 2331 53
 2031 2658 2261 2272 57
 2032 2659 2261 2365 43
 2033 2660 2264 2270 49
 2034 2661 2264 2271 41
 2035 2662 2265 2355 43
 2036 2663 2265 2378 39
 2037 2664 2270 2272 48
 2038 2665 2273 2274 51
 2039 2666 2273 2310 49
 2040 2669 2279 2280 58
 2041 2670 2281 2334 57
 2042 2671 2281 2338 58
 2043 2672 2283 2326 54
 2044 2674 2288 2344 58
 2045 2675 2288 2345 39
 2046 2678 2292 2308 47
 2047 2679 2293 2327 36
 2048 2680 2293 2330 52
 2049 2681 2294 2336 41
 2050 2682 2295 2379 53
 2051 2683 2300 2304 60
 2052 2684 2300 2353 50
 2053 2685 2300 2354 59
 2054 2686 2303 2343 61
 2055 2691 2317 2329 33
 2056 2692 2317 2350 38
 2057 2693 2318 2321 40
 2058 2695 2321 2323 35
 2059 2696 2322 2323 52
 2060 2697 2323 2329 45
 2061 2698 2323 2380 34
 2062 2699 2324 2359 45
 2063 2700 2324 2379 60
 2064 2701 2326 2367 50
 2065 2702 2339 2340 60
 2066 2703 2339 2342 50
 2067 2704 2339 2343 62
 2068 2705 2342 2343 35
 2069 2706 2342 2344 57
 2070 2707 2342 2347 35
 2071 2708 2342 2347 39
 2072 2709 2348 2379 60
 2073 2710 2350 2366 36
 2074 2711 2353 2378 56
 2075 2712 2354 2377 55
 2076 2713 2357 2358 63
 2077 2714 2357 2363 63
 2078 2715 2357 2372 54
 2079 2716 2357 2372 54
 2080 2717 2358 2361 64
 2081 2718 2360 2363 53
 2082 2719 2361 2362 49
 2083 2722 2377 2378 40
 2084 2723 2380 2381 53
 2085 2725 355 1 43
 2086 2726 354 2 41
 2087 2727 219 3 36
 2088 2728 220 3 51
 2089 2729 245 4 53
 2090 2730 246 4 54
 2091 2731 5 6 54
 2092 2732 309 5 57
 2093 2733 309 5 49
 2094 2734 310 6 56
 2095 2735 321 7 66
 2096 2736 322 7 67
 2097 2737 332 9 56
 2098 2738 346 10 51
 2099 2739 347 10 50
 2100 2740 352 11 54
 2101 2741 353 11 57
 2102 2742 359 12 56
 2103 2743 360 12 61
 2104 2744 365 13 62
 2105 2745 366 13 54
 2106 2746 367 14 50
 2107 2747 368 14 59
 2108 2748 374 15 60
 2109 2749 16 18 40
 2110 2750 17 18 43
 2111 2751 425 19 59
 2112 2752 447 20 46
 2113 2753 448 20 43
