 No., BrcContingencyIndex, fbusCont, tbusCont, #ofPVtoPQ
 1180 1474 1120 1301 29
 1181 1475 1120 1571 24
 1182 1476 1121 1231 26
 1183 1477 1121 1553 36
 1184 1478 1122 1143 30
 1185 1479 1122 1169 27
 1186 1480 1122 1283 28
 1187 1481 1123 1342 33
 1188 1482 1123 1528 37
 1189 1484 1127 1452 24
 1190 1488 1131 1232 34
 1191 1489 1131 1383 34
 1192 1490 1132 1195 35
 1193 1491 1132 1532 31
 1194 1492 1133 1430 30
 1195 1495 1138 1368 24
 1196 1496 1138 1435 32
 1197 1497 1138 1525 24
 1198 1498 1138 1600 37
 1199 1499 1139 1229 35
 1200 1500 1139 1451 34
 1201 1501 1140 1188 34
 1202 1502 1140 1257 34
 1203 1503 1140 1357 35
 1204 1505 1140 1598 33
 1205 1506 1141 1189 33
 1206 1507 1141 1191 24
 1207 1508 1141 1191 24
 1208 1510 1141 1397 24
 1209 1511 1142 1426 27
 1210 1512 1143 1745 33
 1211 1513 1144 1212 29
 1212 1514 1144 1595 26
 1213 1515 1145 1274 24
 1214 1516 1146 1318 31
 1215 1517 1146 1581 24
 1216 1518 1147 1485 32
 1217 1519 1148 1382 23
 1218 1520 1148 1576 23
 1219 1522 1149 1313 28
 1220 1524 1151 1216 26
 1221 1525 1151 1417 35
 1222 1527 1153 1490 21
 1223 1529 1155 1228 25
 1224 1530 1155 1357 32
 1225 1532 1158 1222 27
 1226 1533 1158 1453 26
 1227 1536 1161 1358 32
 1228 1537 1162 1485 33
 1229 1538 1163 1536 23
 1230 1541 1166 1452 32
 1231 1542 1167 1453 29
 1232 1544 1170 1389 30
 1233 1545 1171 1269 38
 1234 1546 1171 1556 34
 1235 1548 1175 1580 38
 1236 1551 1179 1384 28
 1237 1552 1179 1522 24
 1238 1554 1181 1190 32
 1239 1555 1182 1448 27
 1240 1556 1182 1449 26
 1241 1557 1182 1463 27
 1242 1558 1183 1194 35
 1243 1559 1183 1315 29
 1244 1560 1183 1460 30
 1245 1561 1183 1488 24
 1246 1562 1184 1236 37
 1247 1563 1185 1367 27
 1248 1564 1185 1489 31
 1249 1567 1188 1256 31
 1250 1568 1189 1380 34
 1251 1571 1192 1209 34
 1252 1572 1192 1282 30
 1253 1574 1192 1578 31
 1254 1575 1193 1576 22
 1255 1576 1194 1534 36
 1256 1577 1195 1278 24
 1257 1578 1196 1353 33
 1258 1581 1200 1355 37
 1259 1582 1200 1517 29
 1260 1583 1201 1202 34
 1261 1584 1201 1373 24
 1262 1585 1201 1527 32
 1263 1586 1202 1338 23
 1264 1587 1202 1523 24
 1265 1588 1203 1325 32
 1266 1589 1203 1345 29
 1267 1590 1203 1524 32
 1268 1591 1204 1279 24
 1269 1592 1204 1536 24
 1270 1593 1205 1380 26
 1271 1594 1206 1599 35
 1272 1596 1209 1479 34
 1273 1599 1212 1213 25
 1274 1601 1212 1582 23
 1275 1603 1213 1336 38
 1276 1604 1213 1593 36
 1277 1605 1213 1594 23
 1278 1606 1214 1504 31
 1279 1607 1215 1249 32
 1280 1608 1217 1348 27
 1281 1609 1217 1444 26
 1282 1611 1219 1505 34
 1283 1613 1223 1250 24
 1284 1616 1226 1261 26
 1285 1617 1226 1383 27
 1286 1618 1227 1260 24
 1287 1619 1228 1368 28
 1288 1620 1230 1498 25
 1289 1621 1231 1499 26
 1290 1622 1233 1312 31
 1291 1623 1233 1363 24
 1292 1624 1233 1382 37
 1293 1625 1233 1526 34
 1294 1626 1233 1599 33
 1295 1627 1234 1347 25
 1296 1628 1234 1564 32
 1297 1630 1239 1535 27
 1298 1631 1239 1565 31
 1299 1632 1241 1518 35
 1300 1634 1243 1251 24
 1301 1635 1244 1311 28
 1302 1636 1244 1326 35
 1303 1637 1244 1330 23
 1304 1638 1244 1546 26
 1305 1639 1245 1291 34
 1306 1641 1245 1425 26
 1307 1644 1248 1375 28
 1308 1645 1248 1390 28
 1309 1646 1249 1427 35
 1310 1647 1250 1251 27
 1311 1648 1250 1271 23
 1312 1649 1250 1290 30
 1313 1650 1250 1310 24
 1314 1651 1250 1403 24
 1315 1652 1251 1487 24
 1316 1654 1253 1514 27
 1317 1655 1253 1544 27
 1318 1658 1257 1508 32
 1319 1659 1259 1336 35
 1320 1660 1259 1563 34
 1321 1661 1260 1261 24
 1322 1663 1262 1337 30
 1323 1664 1262 1528 37
 1324 1666 1265 1313 25
 1325 1667 1265 1503 25
 1326 1668 1267 1292 27
 1327 1669 1269 1543 32
 1328 1673 1275 1545 28
 1329 1674 1276 1392 24
 1330 1675 1276 1536 34
 1331 1676 1277 1339 29
 1332 1677 1277 1500 32
 1333 1678 1278 1569 23
 1334 1679 1283 1454 24
 1335 1681 1284 1417 34
 1336 1682 1285 1298 23
 1337 1683 1285 1408 22
 1338 1685 1290 1495 24
 1339 1686 1291 1435 29
 1340 1687 1293 1467 32
 1341 1688 1293 1577 24
 1342 1689 1294 1577 23
 1343 1690 1295 1328 28
 1344 1691 1295 1475 30
 1345 1693 1298 1418 25
 1346 1694 1301 1342 37
 1347 1695 1303 1507 33
 1348 1696 1303 1598 32
 1349 1699 1307 1538 23
 1350 1700 1308 1420 23
 1351 1701 1309 1562 25
 1352 1702 1309 1802 29
 1353 1703 1310 1462 31
 1354 1704 1311 1329 30
 1355 1708 1319 1580 35
 1356 1711 1323 1360 36
 1357 1712 1329 1538 30
 1358 1713 1329 1587 34
 1359 1714 1330 1587 23
 1360 1717 1335 1374 37
 1361 1718 1339 1503 32
 1362 1720 1343 1344 35
 1363 1721 1343 1574 31
 1364 1722 1344 1520 24
 1365 1723 1346 1426 22
 1366 1724 1346 1527 24
 1367 1725 1346 1579 25
 1368 1726 1347 1553 31
 1369 1727 1351 1452 35
 1370 1728 1351 1494 30
 1371 1730 1353 1539 32
 1372 1731 1356 1390 29
 1373 1732 1360 1476 33
 1374 1734 1362 1570 23
 1375 1735 1363 1499 29
 1376 1737 1366 1502 35
 1377 1738 1367 1432 27
 1378 1739 1369 1533 36
 1379 1740 1369 1601 34
 1380 1743 1373 1524 24
 1381 1744 1375 1376 32
 1382 1745 1375 1445 24
 1383 1746 1376 1392 28
 1384 1747 1376 1538 23
 1385 1749 1378 1540 24
 1386 1750 1379 1388 24
 1387 1752 1382 1383 36
 1388 1753 1383 1482 39
 1389 1754 1383 1576 22
 1390 1755 1384 1565 37
 1391 1757 1388 1552 23
 1392 1758 1389 1537 34
 1393 1760 1393 1394 33
 1394 1761 1394 1502 34
 1395 1763 1397 1443 25
 1396 1764 1398 1416 30
 1397 1765 1398 1544 28
 1398 1772 1407 1581 23
 1399 1773 1408 1411 30
 1400 1774 1410 1601 32
 1401 1776 1413 1556 26
 1402 1777 1414 1430 23
 1403 1778 1415 1453 28
 1404 1779 1415 1537 39
 1405 1780 1416 1440 29
 1406 1781 1416 1514 31
 1407 1783 1417 1548 35
 1408 1785 1421 1422 32
 1409 1786 1421 1423 26
 1410 1787 1423 1463 27
 1411 1788 1424 1445 24
 1412 1789 1426 1489 32
 1413 1790 1427 1431 30
 1414 1791 1427 1432 24
 1415 1792 1430 1595 26
 1416 1793 1431 1432 34
 1417 1794 1431 1489 25
 1418 1797 1435 1475 34
 1419 1798 1435 1518 22
 1420 1801 1439 1513 34
 1421 1804 1443 1540 28
 1422 1811 1461 1533 32
 1423 1812 1461 1600 23
 1424 1814 1469 1470 36
 1425 1815 1469 1515 33
 1426 1818 1477 1574 32
 1427 1819 1483 1503 33
 1428 1820 1484 1502 31
 1429 1821 1486 1549 22
 1430 1822 1487 1492 24
 1431 1823 1490 1491 41
 1432 1825 1494 1537 31
 1433 1828 1498 1526 29
 1434 1829 1502 1503 35
 1435 1830 1502 1515 32
 1436 1831 1504 1534 34
 1437 1833 1505 1557 28
 1438 1834 1506 1508 33
 1439 1835 1506 1517 33
 1440 1836 1507 1517 31
 1441 1844 1540 1583 27
 1442 1846 1548 1579 25
 1443 1847 1560 1578 27
 1444 1849 1563 1564 26
 1445 1850 1565 1573 39
 1446 1853 1580 1581 33
 1447 1854 1582 1586 23
 1448 1857 1602 1729 39
 1449 1858 1602 2001 34
 1450 1860 1603 1759 32
 1451 1861 1603 2103 30
 1452 1863 1606 1673 22
 1453 1864 1606 2095 27
 1454 1865 1607 1809 26
 1455 1866 1607 2226 28
 1456 1867 1608 1687 35
 1457 1868 1608 1826 36
 1458 1869 1609 1700 26
 1459 1870 1609 1823 40
 1460 1871 1609 2087 29
 1461 1873 1610 1623 21
 1462 1874 1610 1987 23
 1463 1875 1612 1641 25
 1464 1876 1612 1662 29
 1465 1877 1613 1859 23
 1466 1878 1613 1921 37
 1467 1881 1616 1848 31
 1468 1882 1616 2071 28
 1469 1883 1617 1618 30
 1470 1884 1617 1840 21
 1471 1886 1618 1619 23
 1472 1887 1618 1651 22
 1473 1889 1619 1777 26
 1474 1890 1619 1839 22
 1475 1893 1620 1897 33
 1476 1894 1620 2059 27
 1477 1895 1622 1894 37
 1478 1896 1622 2076 30
 1479 1897 1623 1830 28
 1480 1898 1623 1832 32
 1481 1899 1623 2383 26
 1482 1900 1624 1734 29
 1483 1901 1624 1889 21
 1484 1902 1624 1898 20
 1485 1903 1624 2383 24
 1486 1908 1628 2107 27
 1487 1909 1628 2112 34
 1488 1910 1629 1659 33
 1489 1911 1629 1823 33
 1490 1914 1632 1664 25
 1491 1915 1632 1693 27
 1492 1916 1633 1874 29
 1493 1917 1633 1906 31
 1494 1918 1634 1860 26
 1495 1919 1634 2113 27
 1496 1921 1635 1743 21
 1497 1922 1635 1810 28
 1498 1923 1637 1748 37
 1499 1925 1637 1932 33
 1500 1927 1638 1990 39
 1501 1928 1638 2044 39
 1502 1929 1638 2070 30
 1503 1930 1639 1735 35
 1504 1931 1639 2103 29
 1505 1932 1640 1903 37
 1506 1933 1640 2015 35
 1507 1934 1641 2020 27
 1508 1939 1644 1761 23
 1509 1940 1644 1971 25
 1510 1941 1645 1650 33
 1511 1942 1645 1776 34
 1512 1943 1646 1655 29
 1513 1944 1646 1674 29
 1514 1946 1647 1731 27
 1515 1947 1647 1767 19
 1516 1952 1649 1752 21
 1517 1953 1649 1884 35
 1518 1954 1649 1948 33
 1519 1955 1649 1956 28
 1520 1956 1650 1930 18
 1521 1957 1650 1931 37
 1522 1958 1650 2068 24
 1523 1959 1650 2077 18
 1524 1960 1651 1916 23
 1525 1961 1652 1663 25
 1526 1962 1652 1804 27
 1527 1963 1653 1918 23
 1528 1964 1653 2018 26
 1529 1965 1654 1669 28
 1530 1966 1654 1950 36
 1531 1967 1655 1901 30
 1532 1968 1656 1673 18
 1533 1969 1656 1917 18
 1534 1970 1657 2002 31
 1535 1971 1657 2106 34
 1536 1972 1658 1693 28
 1537 1973 1658 1845 37
 1538 1974 1658 1913 18
 1539 1975 1658 2078 30
 1540 1976 1659 1985 29
 1541 1979 1661 1667 20
 1542 1980 1661 1804 30
 1543 1981 1662 1788 37
 1544 1982 1662 1826 33
 1545 1983 1663 1992 30
 1546 1985 1664 1775 36
 1547 1986 1664 2020 25
 1548 1987 1666 1667 33
 1549 1988 1666 1983 32
 1550 1989 1667 2038 20
 1551 1993 1669 1700 26
 1552 1994 1669 1758 38
 1553 1998 1673 1986 28
 1554 1999 1674 1854 21
 1555 2000 1674 1893 22
 1556 2001 1674 1918 29
 1557 2002 1675 1684 21
 1558 2003 1675 1917 15
 1559 2004 1676 1864 21
 1560 2005 1676 1945 26
 1561 2010 1680 1681 26
 1562 2011 1680 1921 23
 1563 2012 1680 1960 24
 1564 2014 1680 2012 27
 1565 2015 1681 1834 23
 1566 2016 1681 1859 28
 1567 2017 1681 1904 37
 1568 2018 1681 2096 24
 1569 2019 1682 1683 22
 1570 2020 1682 2029 24
 1571 2021 1683 1684 23
 1572 2022 1684 2015 21
 1573 2025 1686 1720 32
 1574 2026 1686 1827 37
 1575 2027 1686 1962 30
 1576 2029 1687 1983 31
 1577 2030 1688 1835 32
 1578 2031 1688 2086 20
 1579 2036 1691 1861 22
 1580 2037 1691 1874 27
 1581 2039 1694 1832 38
 1582 2040 1694 1963 33
 1583 2044 1701 1912 36
 1584 2045 1701 1922 35
 1585 2046 1703 1788 23
 1586 2047 1703 1951 33
 1587 2048 1704 1956 20
 1588 2049 1704 2112 22
 1589 2050 1705 1814 32
 1590 2051 1705 1974 33
 1591 2055 1709 2046 30
 1592 2056 1709 2112 28
 1593 2060 1712 1760 46
 1594 2061 1712 1762 35
 1595 2064 1715 1748 36
 1596 2065 1715 2022 35
 1597 2066 1716 1739 22
 1598 2067 1716 1847 20
 1599 2070 1717 1967 26
 1600 2071 1717 2108 20
 1601 2072 1719 2085 29
 1602 2073 1719 2087 24
 1603 2074 1720 2071 29
 1604 2077 1723 1731 21
 1605 2078 1723 1838 21
 1606 2079 1724 1795 32
 1607 2080 1724 1906 38
 1608 2082 1726 1727 31
 1609 2083 1726 1756 24
 1610 2084 1726 1766 29
 1611 2085 1727 1825 28
 1612 2088 1729 1787 38
 1613 2089 1730 1884 25
 1614 2090 1730 1981 33
 1615 2092 1733 1735 30
 1616 2093 1733 1737 36
 1617 2094 1734 1767 29
 1618 2096 1734 1830 23
 1619 2098 1737 1993 32
 1620 2100 1739 1959 22
 1621 2101 1739 1969 33
 1622 2104 1742 1743 32
 1623 2105 1742 1963 32
 1624 2106 1744 1901 23
 1625 2107 1744 1906 31
 1626 2108 1744 1999 15
 1627 2109 1745 2043 21
 1628 2110 1746 1862 28
 1629 2111 1746 2085 22
 1630 2113 1747 2041 32
 1631 2114 1747 2044 36
 1632 2115 1747 2056 30
 1633 2118 1748 2055 23
 1634 2119 1748 2061 32
 1635 2120 1748 2114 32
 1636 2124 1752 1783 19
 1637 2125 1753 1772 28
 1638 2128 1756 1794 36
 1639 2130 1758 1822 39
 1640 2131 1759 1801 35
 1641 2132 1760 1863 23
 1642 2133 1760 1888 29
 1643 2134 1760 1964 24
 1644 2135 1761 1855 33
 1645 2136 1761 1883 36
 1646 2137 1761 2234 32
 1647 2139 1766 1935 28
 1648 2144 1772 1801 33
 1649 2147 1776 1777 27
 1650 2148 1776 1942 23
 1651 2149 1778 1782 25
 1652 2150 1778 1919 25
 1653 2153 1781 1920 20
 1654 2154 1781 2077 24
 1655 2155 1782 1783 19
 1656 2156 1784 1919 24
 1657 2157 1784 2067 30
 1658 2161 1789 1790 22
 1659 2162 1789 1919 24
 1660 2163 1790 2113 25
 1661 2166 1794 1796 38
 1662 2167 1795 1894 36
 1663 2168 1796 1843 29
 1664 2169 1796 1878 31
 1665 2173 1802 2092 31
 1666 2175 1807 1829 22
 1667 2176 1807 1839 21
 1668 2177 1809 1964 20
 1669 2179 1810 2090 28
 1670 2181 1812 1865 20
 1671 2182 1812 1865 20
 1672 2185 1814 1969 37
 1673 2186 1814 2069 36
 1674 2189 1818 1819 27
 1675 2190 1818 2068 26
 1676 2191 1819 1885 38
 1677 2193 1822 1828 35
 1678 2195 1822 1952 31
 1679 2196 1823 1910 35
 1680 2197 1823 2084 27
 1681 2198 1824 1906 34
 1682 2199 1824 1926 35
 1683 2200 1825 2101 29
 1684 2201 1827 1985 38
 1685 2202 1828 2098 32
 1686 2203 1829 1942 23
 1687 2204 1830 1838 23
 1688 2205 1831 1846 18
 1689 2206 1831 1864 24
 1690 2207 1833 1976 26
 1691 2208 1833 2047 30
 1692 2209 1834 1960 23
 1693 2210 1835 1944 32
 1694 2211 1836 1975 33
 1695 2212 1836 2102 39
 1696 2213 1837 1962 35
 1697 2214 1837 2102 38
 1698 2215 1839 2010 38
 1699 2216 1839 2100 21
 1700 2217 1840 2010 39
 1701 2220 1843 2000 31
 1702 2222 1845 1939 30
 1703 2223 1845 1945 16
 1704 2224 1846 1992 25
 1705 2225 1846 2080 39
 1706 2226 1847 1925 24
 1707 2227 1848 1939 28
 1708 2229 1850 1945 30
 1709 2230 1850 1991 33
 1710 2232 1853 1926 39
 1711 2233 1853 1986 37
 1712 2234 1854 1924 22
 1713 2235 1855 2101 31
 1714 2236 1856 1986 34
 1715 2237 1856 2047 30
 1716 2239 1860 1862 28
 1717 2240 1861 2093 36
 1718 2241 1863 2023 24
 1719 2244 1865 1963 28
 1720 2245 1865 2090 35
 1721 2249 1869 1877 33
 1722 2250 1869 1978 33
 1723 2251 1873 1881 33
 1724 2253 1873 2013 28
 1725 2254 1873 2070 28
 1726 2255 1875 1876 32
 1727 2256 1875 1877 33
 1728 2257 1876 1878 35
 1729 2258 1877 1880 33
 1730 2260 1878 1935 22
 1731 2261 1880 1932 31
 1732 2262 1880 1947 25
 1733 2263 1880 2050 30
 1734 2264 1881 2000 29
 1735 2265 1881 2033 27
 1736 2266 1881 2035 34
 1737 2267 1881 2079 38
 1738 2269 1882 2273 34
 1739 2270 1882 2333 28
 1740 2271 1883 2064 21
 1741 2272 1883 2244 37
 1742 2273 1883 2278 36
 1743 2274 1884 2061 33
 1744 2276 1885 1934 33
 1745 2279 1888 1943 39
 1746 2281 1889 1987 31
 1747 2282 1891 1892 31
 1748 2283 1891 2021 31
 1749 2284 1892 2041 27
 1750 2285 1893 1923 22
 1751 2286 1895 1900 24
 1752 2287 1895 1927 35
 1753 2289 1897 1988 35
 1754 2291 1898 2014 23
 1755 2292 1900 1903 19
 1756 2293 1900 2073 33
 1757 2294 1901 1924 25
 1758 2295 1902 2002 31
 1759 2296 1902 2073 23
 1760 2299 1906 1907 32
 1761 2301 1906 1959 30
 1762 2302 1907 1914 15
 1763 2303 1907 1929 35
 1764 2306 1910 2097 40
 1765 2307 1911 1996 28
 1766 2308 1911 2112 30
 1767 2309 1912 2096 23
 1768 2310 1913 2086 19
 1769 2312 1914 1975 22
 1770 2313 1914 2038 29
 1771 2314 1916 2100 22
 1772 2316 1920 2072 25
 1773 2317 1921 1922 36
 1774 2318 1921 1995 32
 1775 2319 1922 2012 36
 1776 2320 1922 2080 36
 1777 2321 1923 2076 27
 1778 2322 1925 1933 37
 1779 2323 1927 2073 24
 1780 2324 1929 2018 34
 1781 2325 1930 2074 31
 1782 2326 1931 1977 33
 1783 2327 1933 2095 36
 1784 2328 1934 1988 31
 1785 2333 1943 1993 37
 1786 2334 1944 2049 22
 1787 2336 1947 1948 35
 1788 2338 1950 1951 34
 1789 2339 1952 1953 35
 1790 2340 1953 2093 35
 1791 2341 1955 1956 37
 1792 2342 1955 2033 33
 1793 2347 1965 2048 20
 1794 2348 1965 2084 32
 1795 2349 1966 2090 35
 1796 2350 1966 2114 33
 1797 2351 1967 1987 32
 1798 2352 1968 2048 23
 1799 2353 1968 2113 30
 1800 2354 1970 1999 14
 1801 2355 1970 2038 16
 1802 2356 1971 2047 28
 1803 2358 1974 1976 36
 1804 2359 1977 2037 19
 1805 2360 1978 2013 28
 1806 2364 1981 1987 33
 1807 2366 1987 2014 23
 1808 2367 1988 2108 19
 1809 2368 1989 1991 32
 1810 2369 1989 2049 31
 1811 2370 1990 2079 42
 1812 2371 1995 2078 35
 1813 2372 1996 2085 33
 1814 2373 2001 2023 30
 1815 2384 2021 2056 33
 1816 2385 2021 2058 36
 1817 2386 2022 2035 30
 1818 2387 2022 2037 33
 1819 2389 2029 2064 22
 1820 2391 2034 2050 34
 1821 2392 2034 2058 31
 1822 2395 2037 2055 30
 1823 2396 2038 2106 20
 1824 2399 2046 2069 30
 1825 2403 2059 2091 18
 1826 2404 2067 2107 31
 1827 2405 2072 2074 23
 1828 2409 2088 2089 31
 1829 2410 2088 2092 24
 1830 2411 2090 2091 28
 1831 2412 2097 2099 33
 1832 2413 2098 2099 34
 1833 2415 2116 2166 35
 1834 2416 2116 2167 35
 1835 2417 2117 2216 24
 1836 2418 2117 2235 25
 1837 2419 2118 2131 35
 1838 2420 2118 2134 39
 1839 2421 2119 2123 21
 1840 2422 2119 2220 26
 1841 2424 2119 2368 24
 1842 2425 2119 2368 24
 1843 2427 2120 2245 30
 1844 2428 2120 2365 28
 1845 2430 2121 2158 23
 1846 2431 2121 2199 22
 1847 2432 2121 2380 29
 1848 2434 2123 2306 26
 1849 2435 2124 2129 33
 1850 2436 2124 2250 24
 1851 2437 2124 2308 39
 1852 2438 2125 2229 29
 1853 2439 2125 2377 26
 1854 2440 2126 2132 29
 1855 2441 2126 2194 39
 1856 2442 2127 2284 21
 1857 2443 2127 2290 33
 1858 2445 2129 2193 34
 1859 2447 2131 2306 28
 1860 2448 2132 2196 34
 1861 2451 2134 2194 35
 1862 2453 2135 2164 24
 1863 2454 2135 2268 22
 1864 2455 2136 2251 37
 1865 2456 2136 2282 39
 1866 2457 2137 2142 30
 1867 2459 2137 2348 35
 1868 2460 2138 2139 34
 1869 2461 2138 2169 30
 1870 2462 2138 2173 25
 1871 2463 2138 2377 32
 1872 2464 2139 2255 32
 1873 2465 2139 2304 35
 1874 2467 2140 2349 24
 1875 2468 2140 2349 24
 1876 2469 2141 2345 28
 1877 2470 2141 2357 30
 1878 2471 2142 2316 32
 1879 2472 2143 2187 36
 1880 2473 2143 2294 34
 1881 2477 2147 2169 34
 1882 2478 2147 2233 38
 1883 2481 2150 2229 28
 1884 2482 2150 2322 27
 1885 2483 2151 2164 22
 1886 2484 2151 2323 23
 1887 2485 2152 2260 37
 1888 2486 2152 2290 37
 1889 2488 2154 2200 34
 1890 2489 2154 2303 34
 1891 2490 2155 2360 19
 1892 2491 2155 2362 20
 1893 2492 2156 2157 23
 1894 2493 2156 2366 24
 1895 2494 2157 2158 22
 1896 2495 2157 2214 26
 1897 2496 2157 2351 24
 1898 2497 2158 2213 23
 1899 2498 2159 2160 27
 1900 2499 2159 2165 38
 1901 2500 2159 2251 31
 1902 2501 2159 2284 22
 1903 2502 2159 2375 24
 1904 2503 2160 2279 19
 1905 2504 2161 2298 25
 1906 2505 2161 2375 27
 1907 2508 2165 2233 34
 1908 2509 2165 2263 40
 1909 2510 2165 2296 37
 1910 2511 2165 2328 28
 1911 2512 2166 2168 32
 1912 2513 2166 2171 36
 1913 2514 2166 2282 38
 1914 2516 2166 2338 27
 1915 2517 2167 2169 34
 1916 2518 2167 2286 36
 1917 2519 2167 2287 28
 1918 2521 2168 2263 37
 1919 2522 2168 2275 25
 1920 2524 2169 2299 24
 1921 2526 2170 2205 32
 1922 2527 2170 2206 38
 1923 2528 2170 2241 34
 1924 2529 2170 2275 34
 1925 2530 2170 2327 24
 1926 2531 2170 2367 31
 1927 2532 2171 2330 30
 1928 2533 2172 2173 32
 1929 2534 2172 2180 24
 1930 2535 2172 2341 31
 1931 2536 2172 2356 31
 1932 2537 2173 2179 32
 1933 2538 2173 2332 24
 1934 2539 2174 2257 30
 1935 2540 2174 2267 32
 1936 2544 2177 2232 33
 1937 2545 2177 2352 35
 1938 2546 2178 2199 30
 1939 2547 2178 2209 31
 1940 2548 2179 2299 30
 1941 2549 2180 2332 24
 1942 2553 2184 2286 39
 1943 2554 2184 2296 37
 1944 2556 2186 2188 28
 1945 2557 2186 2193 36
 1946 2558 2186 2309 31
 1947 2559 2187 2221 32
 1948 2560 2187 2225 29
 1949 2561 2187 2352 40
 1950 2562 2188 2221 38
 1951 2563 2188 2324 27
 1952 2566 2191 2228 32
 1953 2567 2191 2250 28
 1954 2568 2191 2276 28
 1955 2569 2191 2335 27
 1956 2570 2192 2237 23
 1957 2571 2192 2274 28
 1958 2572 2195 2196 24
 1959 2573 2195 2212 33
 1960 2574 2195 2336 22
 1961 2575 2195 2368 38
 1962 2576 2196 2204 34
 1963 2577 2196 2220 37
 1964 2579 2197 2274 31
 1965 2580 2197 2333 33
 1966 2581 2198 2258 28
 1967 2582 2198 2272 26
 1968 2583 2200 2361 24
 1969 2586 2203 2205 30
 1970 2588 2203 2328 31
 1971 2589 2204 2210 28
 1972 2590 2206 2356 33
 1973 2592 2208 2255 35
 1974 2593 2208 2341 35
 1975 2594 2209 2351 28
 1976 2595 2210 2316 31
 1977 2596 2211 2214 25
 1978 2597 2211 2224 25
 1979 2598 2212 2295 32
 1980 2599 2213 2224 28
 1981 2600 2215 2217 37
 1982 2601 2215 2278 36
 1983 2602 2216 2218 19
 1984 2603 2217 2237 37
 1985 2604 2218 2245 31
 1986 2607 2221 2223 29
 1987 2608 2221 2238 31
 1988 2609 2222 2227 22
 1989 2610 2222 2352 25
 1990 2611 2223 2240 22
 1991 2612 2224 2318 20
 1992 2613 2225 2276 29
 1993 2614 2226 2362 22
 1994 2615 2227 2339 20
 1995 2616 2228 2267 30
 1996 2617 2229 2230 25
 1997 2618 2230 2355 23
 1998 2619 2231 2236 34
 1999 2620 2231 2334 33
 2000 2621 2232 2292 20
 2001 2622 2232 2362 28
 2002 2623 2233 2259 23
 2003 2624 2233 2259 23
 2004 2625 2234 2361 30
 2005 2626 2235 2257 23
 2006 2627 2236 2359 26
 2007 2629 2237 2273 30
 2008 2630 2238 2298 29
 2009 2631 2239 2268 33
 2010 2632 2239 2380 24
 2011 2633 2240 2335 22
 2012 2634 2241 2338 33
 2013 2635 2242 2246 35
 2014 2636 2242 2280 40
 2015 2637 2243 2309 34
 2016 2638 2243 2324 32
 2017 2639 2244 2310 38
 2018 2641 2246 2258 36
 2019 2643 2249 2262 34
 2020 2646 2254 2323 25
 2021 2647 2254 2380 25
 2022 2648 2256 2283 34
 2023 2649 2256 2287 32
 2024 2650 2257 2258 31
 2025 2651 2257 2260 26
 2026 2652 2257 2262 34
 2027 2653 2258 2261 29
 2028 2654 2260 2261 31
 2029 2655 2260 2271 35
 2030 2656 2260 2331 28
 2031 2658 2261 2272 36
 2032 2659 2261 2365 27
 2033 2660 2264 2270 35
 2034 2661 2264 2271 29
 2035 2662 2265 2355 21
 2036 2663 2265 2378 20
 2037 2664 2270 2272 25
 2038 2665 2273 2274 35
 2039 2666 2273 2310 29
 2040 2669 2279 2280 38
 2041 2670 2281 2334 31
 2042 2671 2281 2338 36
 2043 2672 2283 2326 27
 2044 2674 2288 2344 39
 2045 2675 2288 2345 27
 2046 2678 2292 2308 24
 2047 2679 2293 2327 25
 2048 2680 2293 2330 32
 2049 2681 2294 2336 32
 2050 2682 2295 2379 34
 2051 2683 2300 2304 36
 2052 2684 2300 2353 22
 2053 2685 2300 2354 33
 2054 2686 2303 2343 41
 2055 2691 2317 2329 31
 2056 2692 2317 2350 28
 2057 2693 2318 2321 23
 2058 2695 2321 2323 27
 2059 2696 2322 2323 30
 2060 2697 2323 2329 32
 2061 2698 2323 2380 26
 2062 2699 2324 2359 27
 2063 2700 2324 2379 32
 2064 2701 2326 2367 35
 2065 2702 2339 2340 38
 2066 2703 2339 2342 35
 2067 2704 2339 2343 39
 2068 2705 2342 2343 24
 2069 2706 2342 2344 36
 2070 2707 2342 2347 24
 2071 2708 2342 2347 27
 2072 2709 2348 2379 34
 2073 2710 2350 2366 23
 2074 2711 2353 2378 31
 2075 2712 2354 2377 38
 2076 2713 2357 2358 35
 2077 2714 2357 2363 35
 2078 2715 2357 2372 30
 2079 2716 2357 2372 30
 2080 2717 2358 2361 32
 2081 2718 2360 2363 33
 2082 2719 2361 2362 26
 2083 2722 2377 2378 25
 2084 2723 2380 2381 35
 2085 2725 355 1 26
 2086 2726 354 2 33
 2087 2727 219 3 20
 2088 2728 220 3 27
 2089 2729 245 4 46
 2090 2730 246 4 36
 2091 2731 5 6 38
 2092 2732 309 5 39
 2093 2733 309 5 34
 2094 2734 310 6 44
 2095 2735 321 7 51
 2096 2736 322 7 50
 2097 2737 332 9 39
 2098 2738 346 10 35
 2099 2739 347 10 35
 2100 2740 352 11 46
 2101 2741 353 11 40
 2102 2742 359 12 42
 2103 2743 360 12 44
 2104 2744 365 13 39
 2105 2745 366 13 26
 2106 2746 367 14 38
 2107 2747 368 14 47
 2108 2748 374 15 49
 2109 2749 16 18 26
 2110 2750 17 18 27
 2111 2751 425 19 33
 2112 2752 447 20 31
 2113 2753 448 20 25
