 No., BrcContingencyIndex, fbusCont, tbusCont, #ofPVtoPQ
 1180 1474 1120 1301 53
 1181 1475 1120 1571 32
 1182 1476 1121 1231 51
 1183 1477 1121 1553 50
 1184 1478 1122 1143 36
 1185 1479 1122 1169 32
 1186 1480 1122 1283 31
 1187 1481 1123 1342 53
 1188 1482 1123 1528 48
 1189 1484 1127 1452 29
 1190 1488 1131 1232 41
 1191 1489 1131 1383 39
 1192 1490 1132 1195 48
 1193 1491 1132 1532 46
 1194 1492 1133 1430 33
 1195 1495 1138 1368 33
 1196 1496 1138 1435 43
 1197 1497 1138 1525 35
 1198 1498 1138 1600 50
 1199 1499 1139 1229 46
 1200 1500 1139 1451 44
 1201 1501 1140 1188 46
 1202 1502 1140 1257 47
 1203 1503 1140 1357 52
 1204 1505 1140 1598 49
 1205 1506 1141 1189 46
 1206 1507 1141 1191 33
 1207 1508 1141 1191 33
 1208 1510 1141 1397 46
 1209 1511 1142 1426 31
 1210 1512 1143 1745 34
 1211 1513 1144 1212 42
 1212 1514 1144 1595 35
 1213 1515 1145 1274 34
 1214 1516 1146 1318 38
 1215 1517 1146 1581 55
 1216 1518 1147 1485 31
 1217 1519 1148 1382 31
 1218 1520 1148 1576 32
 1219 1522 1149 1313 52
 1220 1524 1151 1216 38
 1221 1525 1151 1417 53
 1222 1527 1153 1490 43
 1223 1529 1155 1228 47
 1224 1530 1155 1357 46
 1225 1532 1158 1222 27
 1226 1533 1158 1453 28
 1227 1536 1161 1358 34
 1228 1537 1162 1485 41
 1229 1538 1163 1536 32
 1230 1541 1166 1452 41
 1231 1542 1167 1453 30
 1232 1544 1170 1389 42
 1233 1545 1171 1269 47
 1234 1546 1171 1556 53
 1235 1548 1175 1580 46
 1236 1551 1179 1384 41
 1237 1552 1179 1522 37
 1238 1554 1181 1190 47
 1239 1555 1182 1448 48
 1240 1556 1182 1449 50
 1241 1557 1182 1463 53
 1242 1558 1183 1194 25
 1243 1559 1183 1315 40
 1244 1560 1183 1460 38
 1245 1561 1183 1488 33
 1246 1562 1184 1236 47
 1247 1563 1185 1367 37
 1248 1564 1185 1489 40
 1249 1567 1188 1256 47
 1250 1568 1189 1380 45
 1251 1571 1192 1209 46
 1252 1572 1192 1282 37
 1253 1574 1192 1578 42
 1254 1575 1193 1576 49
 1255 1576 1194 1534 21
 1256 1577 1195 1278 34
 1257 1578 1196 1353 47
 1258 1581 1200 1355 48
 1259 1582 1200 1517 47
 1260 1583 1201 1202 41
 1261 1584 1201 1373 36
 1262 1585 1201 1527 50
 1263 1586 1202 1338 40
 1264 1587 1202 1523 47
 1265 1588 1203 1325 43
 1266 1589 1203 1345 47
 1267 1590 1203 1524 33
 1268 1591 1204 1279 32
 1269 1592 1204 1536 35
 1270 1593 1205 1380 56
 1271 1594 1206 1599 51
 1272 1596 1209 1479 46
 1273 1599 1212 1213 46
 1274 1601 1212 1582 37
 1275 1603 1213 1336 43
 1276 1604 1213 1593 34
 1277 1605 1213 1594 34
 1278 1606 1214 1504 34
 1279 1607 1215 1249 38
 1280 1608 1217 1348 40
 1281 1609 1217 1444 53
 1282 1611 1219 1505 27
 1283 1613 1223 1250 34
 1284 1616 1226 1261 33
 1285 1617 1226 1383 35
 1286 1618 1227 1260 32
 1287 1619 1228 1368 35
 1288 1620 1230 1498 49
 1289 1621 1231 1499 53
 1290 1622 1233 1312 54
 1291 1623 1233 1363 39
 1292 1624 1233 1382 55
 1293 1625 1233 1526 43
 1294 1626 1233 1599 53
 1295 1627 1234 1347 49
 1296 1628 1234 1564 45
 1297 1630 1239 1535 38
 1298 1631 1239 1565 38
 1299 1632 1241 1518 46
 1300 1634 1243 1251 34
 1301 1635 1244 1311 45
 1302 1636 1244 1326 39
 1303 1637 1244 1330 35
 1304 1638 1244 1546 35
 1305 1639 1245 1291 43
 1306 1641 1245 1425 33
 1307 1644 1248 1375 51
 1308 1645 1248 1390 51
 1309 1646 1249 1427 44
 1310 1647 1250 1251 36
 1311 1648 1250 1271 34
 1312 1649 1250 1290 33
 1313 1650 1250 1310 32
 1314 1651 1250 1403 34
 1315 1652 1251 1487 34
 1316 1654 1253 1514 46
 1317 1655 1253 1544 49
 1318 1658 1257 1508 46
 1319 1659 1259 1336 43
 1320 1660 1259 1563 39
 1321 1661 1260 1261 33
 1322 1663 1262 1337 36
 1323 1664 1262 1528 39
 1324 1666 1265 1313 51
 1325 1667 1265 1503 48
 1326 1668 1267 1292 50
 1327 1669 1269 1543 39
 1328 1673 1275 1545 44
 1329 1674 1276 1392 47
 1330 1675 1276 1536 39
 1331 1676 1277 1339 45
 1332 1677 1277 1500 45
 1333 1678 1278 1569 33
 1334 1679 1283 1454 32
 1335 1681 1284 1417 45
 1336 1682 1285 1298 31
 1337 1683 1285 1408 46
 1338 1685 1290 1495 34
 1339 1686 1291 1435 33
 1340 1687 1293 1467 38
 1341 1688 1293 1577 32
 1342 1689 1294 1577 31
 1343 1690 1295 1328 43
 1344 1691 1295 1475 47
 1345 1693 1298 1418 32
 1346 1694 1301 1342 57
 1347 1695 1303 1507 48
 1348 1696 1303 1598 47
 1349 1699 1307 1538 35
 1350 1700 1308 1420 31
 1351 1701 1309 1562 30
 1352 1702 1309 1802 37
 1353 1703 1310 1462 37
 1354 1704 1311 1329 30
 1355 1708 1319 1580 47
 1356 1711 1323 1360 58
 1357 1712 1329 1538 38
 1358 1713 1329 1587 36
 1359 1714 1330 1587 31
 1360 1717 1335 1374 57
 1361 1718 1339 1503 40
 1362 1720 1343 1344 47
 1363 1721 1343 1574 44
 1364 1722 1344 1520 32
 1365 1723 1346 1426 34
 1366 1724 1346 1527 43
 1367 1725 1346 1579 39
 1368 1726 1347 1553 54
 1369 1727 1351 1452 32
 1370 1728 1351 1494 41
 1371 1730 1353 1539 46
 1372 1731 1356 1390 32
 1373 1732 1360 1476 47
 1374 1734 1362 1570 32
 1375 1735 1363 1499 48
 1376 1737 1366 1502 44
 1377 1738 1367 1432 43
 1378 1739 1369 1533 46
 1379 1740 1369 1601 48
 1380 1743 1373 1524 36
 1381 1744 1375 1376 33
 1382 1745 1375 1445 33
 1383 1746 1376 1392 32
 1384 1747 1376 1538 32
 1385 1749 1378 1540 32
 1386 1750 1379 1388 34
 1387 1752 1382 1383 49
 1388 1753 1383 1482 52
 1389 1754 1383 1576 33
 1390 1755 1384 1565 51
 1391 1757 1388 1552 33
 1392 1758 1389 1537 60
 1393 1760 1393 1394 49
 1394 1761 1394 1502 52
 1395 1763 1397 1443 37
 1396 1764 1398 1416 47
 1397 1765 1398 1544 49
 1398 1772 1407 1581 32
 1399 1773 1408 1411 39
 1400 1774 1410 1601 46
 1401 1776 1413 1556 35
 1402 1777 1414 1430 32
 1403 1778 1415 1453 33
 1404 1779 1415 1537 41
 1405 1780 1416 1440 53
 1406 1781 1416 1514 47
 1407 1783 1417 1548 46
 1408 1785 1421 1422 47
 1409 1786 1421 1423 57
 1410 1787 1423 1463 57
 1411 1788 1424 1445 34
 1412 1789 1426 1489 34
 1413 1790 1427 1431 45
 1414 1791 1427 1432 35
 1415 1792 1430 1595 38
 1416 1793 1431 1432 33
 1417 1794 1431 1489 49
 1418 1797 1435 1475 47
 1419 1798 1435 1518 45
 1420 1801 1439 1513 46
 1421 1804 1443 1540 29
 1422 1811 1461 1533 34
 1423 1812 1461 1600 39
 1424 1814 1469 1470 58
 1425 1815 1469 1515 54
 1426 1818 1477 1574 47
 1427 1819 1483 1503 42
 1428 1820 1484 1502 47
 1429 1821 1486 1549 39
 1430 1822 1487 1492 34
 1431 1823 1490 1491 59
 1432 1825 1494 1537 44
 1433 1828 1498 1526 40
 1434 1829 1502 1503 45
 1435 1830 1502 1515 56
 1436 1831 1504 1534 48
 1437 1833 1505 1557 34
 1438 1834 1506 1508 34
 1439 1835 1506 1517 37
 1440 1836 1507 1517 34
 1441 1844 1540 1583 42
 1442 1846 1548 1579 44
 1443 1847 1560 1578 45
 1444 1849 1563 1564 43
 1445 1850 1565 1573 48
 1446 1853 1580 1581 44
 1447 1854 1582 1586 36
 1448 1857 1602 1729 62
 1449 1858 1602 2001 52
 1450 1860 1603 1759 55
 1451 1861 1603 2103 49
 1452 1863 1606 1673 35
 1453 1864 1606 2095 35
 1454 1865 1607 1809 41
 1455 1866 1607 2226 31
 1456 1867 1608 1687 43
 1457 1868 1608 1826 50
 1458 1869 1609 1700 46
 1459 1870 1609 1823 58
 1460 1871 1609 2087 57
 1461 1873 1610 1623 33
 1462 1874 1610 1987 32
 1463 1875 1612 1641 52
 1464 1876 1612 1662 48
 1465 1877 1613 1859 35
 1466 1878 1613 1921 32
 1467 1881 1616 1848 48
 1468 1882 1616 2071 44
 1469 1883 1617 1618 47
 1470 1884 1617 1840 35
 1471 1886 1618 1619 34
 1472 1887 1618 1651 32
 1473 1889 1619 1777 29
 1474 1890 1619 1839 33
 1475 1893 1620 1897 46
 1476 1894 1620 2059 35
 1477 1895 1622 1894 34
 1478 1896 1622 2076 42
 1479 1897 1623 1830 35
 1480 1898 1623 1832 47
 1481 1899 1623 2383 35
 1482 1900 1624 1734 36
 1483 1901 1624 1889 33
 1484 1902 1624 1898 33
 1485 1903 1624 2383 36
 1486 1908 1628 2107 33
 1487 1909 1628 2112 47
 1488 1910 1629 1659 46
 1489 1911 1629 1823 42
 1490 1914 1632 1664 42
 1491 1915 1632 1693 49
 1492 1916 1633 1874 46
 1493 1917 1633 1906 47
 1494 1918 1634 1860 42
 1495 1919 1634 2113 50
 1496 1921 1635 1743 34
 1497 1922 1635 1810 31
 1498 1923 1637 1748 52
 1499 1925 1637 1932 47
 1500 1927 1638 1990 55
 1501 1928 1638 2044 57
 1502 1929 1638 2070 42
 1503 1930 1639 1735 48
 1504 1931 1639 2103 55
 1505 1932 1640 1903 63
 1506 1933 1640 2015 57
 1507 1934 1641 2020 54
 1508 1939 1644 1761 34
 1509 1940 1644 1971 41
 1510 1941 1645 1650 58
 1511 1942 1645 1776 54
 1512 1943 1646 1655 47
 1513 1944 1646 1674 38
 1514 1946 1647 1731 51
 1515 1947 1647 1767 33
 1516 1952 1649 1752 41
 1517 1953 1649 1884 47
 1518 1954 1649 1948 53
 1519 1955 1649 1956 46
 1520 1956 1650 1930 41
 1521 1957 1650 1931 50
 1522 1958 1650 2068 33
 1523 1959 1650 2077 43
 1524 1960 1651 1916 33
 1525 1961 1652 1663 58
 1526 1962 1652 1804 47
 1527 1963 1653 1918 37
 1528 1964 1653 2018 35
 1529 1965 1654 1669 49
 1530 1966 1654 1950 53
 1531 1967 1655 1901 44
 1532 1968 1656 1673 44
 1533 1969 1656 1917 34
 1534 1970 1657 2002 51
 1535 1971 1657 2106 45
 1536 1972 1658 1693 43
 1537 1973 1658 1845 44
 1538 1974 1658 1913 36
 1539 1975 1658 2078 44
 1540 1976 1659 1985 47
 1541 1979 1661 1667 30
 1542 1980 1661 1804 37
 1543 1981 1662 1788 58
 1544 1982 1662 1826 45
 1545 1983 1663 1992 53
 1546 1985 1664 1775 49
 1547 1986 1664 2020 53
 1548 1987 1666 1667 47
 1549 1988 1666 1983 49
 1550 1989 1667 2038 32
 1551 1993 1669 1700 53
 1552 1994 1669 1758 52
 1553 1998 1673 1986 45
 1554 1999 1674 1854 42
 1555 2000 1674 1893 41
 1556 2001 1674 1918 43
 1557 2002 1675 1684 41
 1558 2003 1675 1917 33
 1559 2004 1676 1864 30
 1560 2005 1676 1945 34
 1561 2010 1680 1681 35
 1562 2011 1680 1921 35
 1563 2012 1680 1960 33
 1564 2014 1680 2012 38
 1565 2015 1681 1834 33
 1566 2016 1681 1859 40
 1567 2017 1681 1904 42
 1568 2018 1681 2096 37
 1569 2019 1682 1683 33
 1570 2020 1682 2029 31
 1571 2021 1683 1684 33
 1572 2022 1684 2015 39
 1573 2025 1686 1720 54
 1574 2026 1686 1827 47
 1575 2027 1686 1962 56
 1576 2029 1687 1983 52
 1577 2030 1688 1835 32
 1578 2031 1688 2086 29
 1579 2036 1691 1861 37
 1580 2037 1691 1874 44
 1581 2039 1694 1832 47
 1582 2040 1694 1963 55
 1583 2044 1701 1912 36
 1584 2045 1701 1922 39
 1585 2046 1703 1788 35
 1586 2047 1703 1951 48
 1587 2048 1704 1956 43
 1588 2049 1704 2112 45
 1589 2050 1705 1814 55
 1590 2051 1705 1974 55
 1591 2055 1709 2046 52
 1592 2056 1709 2112 52
 1593 2060 1712 1760 61
 1594 2061 1712 1762 51
 1595 2064 1715 1748 47
 1596 2065 1715 2022 50
 1597 2066 1716 1739 45
 1598 2067 1716 1847 45
 1599 2070 1717 1967 31
 1600 2071 1717 2108 33
 1601 2072 1719 2085 50
 1602 2073 1719 2087 36
 1603 2074 1720 2071 47
 1604 2077 1723 1731 34
 1605 2078 1723 1838 32
 1606 2079 1724 1795 56
 1607 2080 1724 1906 58
 1608 2082 1726 1727 43
 1609 2083 1726 1756 41
 1610 2084 1726 1766 52
 1611 2085 1727 1825 42
 1612 2088 1729 1787 59
 1613 2089 1730 1884 45
 1614 2090 1730 1981 43
 1615 2092 1733 1735 49
 1616 2093 1733 1737 53
 1617 2094 1734 1767 33
 1618 2096 1734 1830 32
 1619 2098 1737 1993 51
 1620 2100 1739 1959 36
 1621 2101 1739 1969 32
 1622 2104 1742 1743 30
 1623 2105 1742 1963 46
 1624 2106 1744 1901 44
 1625 2107 1744 1906 43
 1626 2108 1744 1999 30
 1627 2109 1745 2043 54
 1628 2110 1746 1862 46
 1629 2111 1746 2085 35
 1630 2113 1747 2041 46
 1631 2114 1747 2044 45
 1632 2115 1747 2056 38
 1633 2118 1748 2055 37
 1634 2119 1748 2061 44
 1635 2120 1748 2114 30
 1636 2124 1752 1783 43
 1637 2125 1753 1772 41
 1638 2128 1756 1794 56
 1639 2130 1758 1822 50
 1640 2131 1759 1801 55
 1641 2132 1760 1863 30
 1642 2133 1760 1888 51
 1643 2134 1760 1964 44
 1644 2135 1761 1855 43
 1645 2136 1761 1883 45
 1646 2137 1761 2234 41
 1647 2139 1766 1935 53
 1648 2144 1772 1801 52
 1649 2147 1776 1777 29
 1650 2148 1776 1942 36
 1651 2149 1778 1782 47
 1652 2150 1778 1919 42
 1653 2153 1781 1920 43
 1654 2154 1781 2077 44
 1655 2155 1782 1783 37
 1656 2156 1784 1919 36
 1657 2157 1784 2067 37
 1658 2161 1789 1790 45
 1659 2162 1789 1919 38
 1660 2163 1790 2113 46
 1661 2166 1794 1796 53
 1662 2167 1795 1894 47
 1663 2168 1796 1843 48
 1664 2169 1796 1878 46
 1665 2173 1802 2092 31
 1666 2175 1807 1829 34
 1667 2176 1807 1839 32
 1668 2177 1809 1964 36
 1669 2179 1810 2090 33
 1670 2181 1812 1865 38
 1671 2182 1812 1865 38
 1672 2185 1814 1969 46
 1673 2186 1814 2069 54
 1674 2189 1818 1819 34
 1675 2190 1818 2068 30
 1676 2191 1819 1885 48
 1677 2193 1822 1828 53
 1678 2195 1822 1952 54
 1679 2196 1823 1910 53
 1680 2197 1823 2084 48
 1681 2198 1824 1906 56
 1682 2199 1824 1926 52
 1683 2200 1825 2101 37
 1684 2201 1827 1985 46
 1685 2202 1828 2098 50
 1686 2203 1829 1942 33
 1687 2204 1830 1838 33
 1688 2205 1831 1846 33
 1689 2206 1831 1864 29
 1690 2207 1833 1976 43
 1691 2208 1833 2047 43
 1692 2209 1834 1960 33
 1693 2210 1835 1944 36
 1694 2211 1836 1975 49
 1695 2212 1836 2102 51
 1696 2213 1837 1962 49
 1697 2214 1837 2102 58
 1698 2215 1839 2010 55
 1699 2216 1839 2100 33
 1700 2217 1840 2010 47
 1701 2220 1843 2000 53
 1702 2222 1845 1939 60
 1703 2223 1845 1945 34
 1704 2224 1846 1992 53
 1705 2225 1846 2080 47
 1706 2226 1847 1925 45
 1707 2227 1848 1939 41
 1708 2229 1850 1945 50
 1709 2230 1850 1991 46
 1710 2232 1853 1926 52
 1711 2233 1853 1986 46
 1712 2234 1854 1924 44
 1713 2235 1855 2101 41
 1714 2236 1856 1986 56
 1715 2237 1856 2047 36
 1716 2239 1860 1862 46
 1717 2240 1861 2093 57
 1718 2241 1863 2023 39
 1719 2244 1865 1963 44
 1720 2245 1865 2090 51
 1721 2249 1869 1877 53
 1722 2250 1869 1978 50
 1723 2251 1873 1881 47
 1724 2253 1873 2013 52
 1725 2254 1873 2070 45
 1726 2255 1875 1876 50
 1727 2256 1875 1877 52
 1728 2257 1876 1878 52
 1729 2258 1877 1880 52
 1730 2260 1878 1935 55
 1731 2261 1880 1932 45
 1732 2262 1880 1947 47
 1733 2263 1880 2050 43
 1734 2264 1881 2000 45
 1735 2265 1881 2033 44
 1736 2266 1881 2035 51
 1737 2267 1881 2079 44
 1738 2269 1882 2273 50
 1739 2270 1882 2333 48
 1740 2271 1883 2064 39
 1741 2272 1883 2244 55
 1742 2273 1883 2278 54
 1743 2274 1884 2061 41
 1744 2276 1885 1934 40
 1745 2279 1888 1943 53
 1746 2281 1889 1987 38
 1747 2282 1891 1892 47
 1748 2283 1891 2021 49
 1749 2284 1892 2041 35
 1750 2285 1893 1923 40
 1751 2286 1895 1900 31
 1752 2287 1895 1927 46
 1753 2289 1897 1988 48
 1754 2291 1898 2014 32
 1755 2292 1900 1903 30
 1756 2293 1900 2073 39
 1757 2294 1901 1924 34
 1758 2295 1902 2002 56
 1759 2296 1902 2073 42
 1760 2299 1906 1907 48
 1761 2301 1906 1959 39
 1762 2302 1907 1914 29
 1763 2303 1907 1929 60
 1764 2306 1910 2097 59
 1765 2307 1911 1996 49
 1766 2308 1911 2112 47
 1767 2309 1912 2096 36
 1768 2310 1913 2086 31
 1769 2312 1914 1975 34
 1770 2313 1914 2038 47
 1771 2314 1916 2100 34
 1772 2316 1920 2072 46
 1773 2317 1921 1922 48
 1774 2318 1921 1995 43
 1775 2319 1922 2012 33
 1776 2320 1922 2080 47
 1777 2321 1923 2076 41
 1778 2322 1925 1933 55
 1779 2323 1927 2073 33
 1780 2324 1929 2018 48
 1781 2325 1930 2074 46
 1782 2326 1931 1977 50
 1783 2327 1933 2095 53
 1784 2328 1934 1988 46
 1785 2333 1943 1993 48
 1786 2334 1944 2049 34
 1787 2336 1947 1948 54
 1788 2338 1950 1951 51
 1789 2339 1952 1953 53
 1790 2340 1953 2093 56
 1791 2341 1955 1956 52
 1792 2342 1955 2033 53
 1793 2347 1965 2048 35
 1794 2348 1965 2084 50
 1795 2349 1966 2090 47
 1796 2350 1966 2114 51
 1797 2351 1967 1987 48
 1798 2352 1968 2048 46
 1799 2353 1968 2113 51
 1800 2354 1970 1999 29
 1801 2355 1970 2038 38
 1802 2356 1971 2047 34
 1803 2358 1974 1976 62
 1804 2359 1977 2037 33
 1805 2360 1978 2013 56
 1806 2364 1981 1987 46
 1807 2366 1987 2014 32
 1808 2367 1988 2108 34
 1809 2368 1989 1991 45
 1810 2369 1989 2049 36
 1811 2370 1990 2079 49
 1812 2371 1995 2078 46
 1813 2372 1996 2085 50
 1814 2373 2001 2023 47
 1815 2384 2021 2056 46
 1816 2385 2021 2058 49
 1817 2386 2022 2035 45
 1818 2387 2022 2037 49
 1819 2389 2029 2064 33
 1820 2391 2034 2050 52
 1821 2392 2034 2058 47
 1822 2395 2037 2055 52
 1823 2396 2038 2106 38
 1824 2399 2046 2069 50
 1825 2403 2059 2091 33
 1826 2404 2067 2107 34
 1827 2405 2072 2074 46
 1828 2409 2088 2089 42
 1829 2410 2088 2092 33
 1830 2411 2090 2091 33
 1831 2412 2097 2099 54
 1832 2413 2098 2099 57
 1833 2415 2116 2166 59
 1834 2416 2116 2167 49
 1835 2417 2117 2216 37
 1836 2418 2117 2235 35
 1837 2419 2118 2131 50
 1838 2420 2118 2134 52
 1839 2421 2119 2123 38
 1840 2422 2119 2220 34
 1841 2424 2119 2368 35
 1842 2425 2119 2368 35
 1843 2427 2120 2245 40
 1844 2428 2120 2365 49
 1845 2430 2121 2158 33
 1846 2431 2121 2199 32
 1847 2432 2121 2380 31
 1848 2434 2123 2306 50
 1849 2435 2124 2129 56
 1850 2436 2124 2250 42
 1851 2437 2124 2308 53
 1852 2438 2125 2229 35
 1853 2439 2125 2377 35
 1854 2440 2126 2132 50
 1855 2441 2126 2194 51
 1856 2442 2127 2284 52
 1857 2443 2127 2290 51
 1858 2445 2129 2193 52
 1859 2447 2131 2306 41
 1860 2448 2132 2196 58
 1861 2451 2134 2194 52
 1862 2453 2135 2164 32
 1863 2454 2135 2268 33
 1864 2455 2136 2251 52
 1865 2456 2136 2282 57
 1866 2457 2137 2142 54
 1867 2459 2137 2348 50
 1868 2460 2138 2139 49
 1869 2461 2138 2169 48
 1870 2462 2138 2173 54
 1871 2463 2138 2377 56
 1872 2464 2139 2255 61
 1873 2465 2139 2304 55
 1874 2467 2140 2349 33
 1875 2468 2140 2349 33
 1876 2469 2141 2345 49
 1877 2470 2141 2357 47
 1878 2471 2142 2316 50
 1879 2472 2143 2187 55
 1880 2473 2143 2294 38
 1881 2477 2147 2169 47
 1882 2478 2147 2233 54
 1883 2481 2150 2229 44
 1884 2482 2150 2322 39
 1885 2483 2151 2164 31
 1886 2484 2151 2323 32
 1887 2485 2152 2260 56
 1888 2486 2152 2290 55
 1889 2488 2154 2200 46
 1890 2489 2154 2303 42
 1891 2490 2155 2360 30
 1892 2491 2155 2362 40
 1893 2492 2156 2157 35
 1894 2493 2156 2366 32
 1895 2494 2157 2158 38
 1896 2495 2157 2214 38
 1897 2496 2157 2351 45
 1898 2497 2158 2213 33
 1899 2498 2159 2160 41
 1900 2499 2159 2165 54
 1901 2500 2159 2251 37
 1902 2501 2159 2284 56
 1903 2502 2159 2375 35
 1904 2503 2160 2279 48
 1905 2504 2161 2298 38
 1906 2505 2161 2375 39
 1907 2508 2165 2233 53
 1908 2509 2165 2263 61
 1909 2510 2165 2296 50
 1910 2511 2165 2328 43
 1911 2512 2166 2168 48
 1912 2513 2166 2171 48
 1913 2514 2166 2282 53
 1914 2516 2166 2338 59
 1915 2517 2167 2169 49
 1916 2518 2167 2286 47
 1917 2519 2167 2287 52
 1918 2521 2168 2263 52
 1919 2522 2168 2275 55
 1920 2524 2169 2299 32
 1921 2526 2170 2205 46
 1922 2527 2170 2206 49
 1923 2528 2170 2241 49
 1924 2529 2170 2275 54
 1925 2530 2170 2327 34
 1926 2531 2170 2367 49
 1927 2532 2171 2330 48
 1928 2533 2172 2173 37
 1929 2534 2172 2180 33
 1930 2535 2172 2341 53
 1931 2536 2172 2356 53
 1932 2537 2173 2179 47
 1933 2538 2173 2332 34
 1934 2539 2174 2257 54
 1935 2540 2174 2267 50
 1936 2544 2177 2232 54
 1937 2545 2177 2352 49
 1938 2546 2178 2199 35
 1939 2547 2178 2209 38
 1940 2548 2179 2299 46
 1941 2549 2180 2332 33
 1942 2553 2184 2286 51
 1943 2554 2184 2296 53
 1944 2556 2186 2188 51
 1945 2557 2186 2193 58
 1946 2558 2186 2309 54
 1947 2559 2187 2221 42
 1948 2560 2187 2225 50
 1949 2561 2187 2352 57
 1950 2562 2188 2221 45
 1951 2563 2188 2324 49
 1952 2566 2191 2228 34
 1953 2567 2191 2250 48
 1954 2568 2191 2276 52
 1955 2569 2191 2335 38
 1956 2570 2192 2237 52
 1957 2571 2192 2274 48
 1958 2572 2195 2196 35
 1959 2573 2195 2212 43
 1960 2574 2195 2336 47
 1961 2575 2195 2368 47
 1962 2576 2196 2204 50
 1963 2577 2196 2220 54
 1964 2579 2197 2274 47
 1965 2580 2197 2333 45
 1966 2581 2198 2258 60
 1967 2582 2198 2272 38
 1968 2583 2200 2361 39
 1969 2586 2203 2205 51
 1970 2588 2203 2328 49
 1971 2589 2204 2210 53
 1972 2590 2206 2356 50
 1973 2592 2208 2255 60
 1974 2593 2208 2341 48
 1975 2594 2209 2351 34
 1976 2595 2210 2316 53
 1977 2596 2211 2214 33
 1978 2597 2211 2224 32
 1979 2598 2212 2295 43
 1980 2599 2213 2224 36
 1981 2600 2215 2217 58
 1982 2601 2215 2278 54
 1983 2602 2216 2218 37
 1984 2603 2217 2237 51
 1985 2604 2218 2245 44
 1986 2607 2221 2223 47
 1987 2608 2221 2238 51
 1988 2609 2222 2227 35
 1989 2610 2222 2352 41
 1990 2611 2223 2240 47
 1991 2612 2224 2318 34
 1992 2613 2225 2276 49
 1993 2614 2226 2362 43
 1994 2615 2227 2339 35
 1995 2616 2228 2267 55
 1996 2617 2229 2230 35
 1997 2618 2230 2355 35
 1998 2619 2231 2236 52
 1999 2620 2231 2334 56
 2000 2621 2232 2292 44
 2001 2622 2232 2362 43
 2002 2623 2233 2259 33
 2003 2624 2233 2259 33
 2004 2625 2234 2361 45
 2005 2626 2235 2257 32
 2006 2627 2236 2359 31
 2007 2629 2237 2273 54
 2008 2630 2238 2298 50
 2009 2631 2239 2268 44
 2010 2632 2239 2380 33
 2011 2633 2240 2335 48
 2012 2634 2241 2338 47
 2013 2635 2242 2246 58
 2014 2636 2242 2280 55
 2015 2637 2243 2309 49
 2016 2638 2243 2324 45
 2017 2639 2244 2310 50
 2018 2641 2246 2258 60
 2019 2643 2249 2262 49
 2020 2646 2254 2323 33
 2021 2647 2254 2380 34
 2022 2648 2256 2283 55
 2023 2649 2256 2287 54
 2024 2650 2257 2258 54
 2025 2651 2257 2260 48
 2026 2652 2257 2262 50
 2027 2653 2258 2261 41
 2028 2654 2260 2261 49
 2029 2655 2260 2271 49
 2030 2656 2260 2331 49
 2031 2658 2261 2272 55
 2032 2659 2261 2365 43
 2033 2660 2264 2270 49
 2034 2661 2264 2271 50
 2035 2662 2265 2355 37
 2036 2663 2265 2378 43
 2037 2664 2270 2272 47
 2038 2665 2273 2274 52
 2039 2666 2273 2310 45
 2040 2669 2279 2280 57
 2041 2670 2281 2334 52
 2042 2671 2281 2338 55
 2043 2672 2283 2326 54
 2044 2674 2288 2344 55
 2045 2675 2288 2345 33
 2046 2678 2292 2308 45
 2047 2679 2293 2327 33
 2048 2680 2293 2330 46
 2049 2681 2294 2336 36
 2050 2682 2295 2379 47
 2051 2683 2300 2304 55
 2052 2684 2300 2353 36
 2053 2685 2300 2354 56
 2054 2686 2303 2343 57
 2055 2691 2317 2329 34
 2056 2692 2317 2350 31
 2057 2693 2318 2321 32
 2058 2695 2321 2323 34
 2059 2696 2322 2323 45
 2060 2697 2323 2329 46
 2061 2698 2323 2380 33
 2062 2699 2324 2359 41
 2063 2700 2324 2379 58
 2064 2701 2326 2367 48
 2065 2702 2339 2340 59
 2066 2703 2339 2342 45
 2067 2704 2339 2343 58
 2068 2705 2342 2343 32
 2069 2706 2342 2344 52
 2070 2707 2342 2347 33
 2071 2708 2342 2347 40
 2072 2709 2348 2379 61
 2073 2710 2350 2366 38
 2074 2711 2353 2378 46
 2075 2712 2354 2377 50
 2076 2713 2357 2358 56
 2077 2714 2357 2363 61
 2078 2715 2357 2372 48
 2079 2716 2357 2372 48
 2080 2717 2358 2361 58
 2081 2718 2360 2363 55
 2082 2719 2361 2362 48
 2083 2722 2377 2378 36
 2084 2723 2380 2381 53
 2085 2725 355 1 41
 2086 2726 354 2 38
 2087 2727 219 3 29
 2088 2728 220 3 50
 2089 2729 245 4 58
 2090 2730 246 4 51
 2091 2731 5 6 54
 2092 2732 309 5 53
 2093 2733 309 5 51
 2094 2734 310 6 55
 2095 2735 321 7 65
 2096 2736 322 7 70
 2097 2737 332 9 51
 2098 2738 346 10 49
 2099 2739 347 10 57
 2100 2740 352 11 54
 2101 2741 353 11 58
 2102 2742 359 12 61
 2103 2743 360 12 58
 2104 2744 365 13 69
 2105 2745 366 13 42
 2106 2746 367 14 45
 2107 2747 368 14 62
 2108 2748 374 15 63
 2109 2749 16 18 38
 2110 2750 17 18 42
 2111 2751 425 19 58
 2112 2752 447 20 40
 2113 2753 448 20 34
