brcIdx,frmBusIdx,toBusIdx,x,rateA,pkPreRT,pkRT_ISO,pkPostRTSCED,pkPostRTACtual,pkPostRTVio
591,537,295,0.104550,90.000000,-8.070739,-8.070739,-8.728118,-8.728118,-81.271882
592,519,296,0.023880,137.000000,-16.886718,-9.000674,-9.746399,-17.632443,-119.367557
593,298,297,0.008020,120.000000,-35.129402,-46.873615,-47.330942,-35.586730,-84.413270
594,297,353,0.077360,120.000000,-43.679402,-57.133615,-57.590942,-44.136730,-75.863270
595,525,298,0.046530,120.000000,-28.109402,-38.449615,-38.906942,-28.566730,-91.433270
596,430,300,0.107850,120.000000,51.228299,53.990976,54.721008,51.958330,-68.041670
597,658,300,0.101490,90.000000,-35.669268,-46.011492,-46.596504,-36.254281,-53.745719
598,708,300,0.075290,90.000000,5.820970,9.124516,8.979496,5.675950,-84.324050
599,442,303,0.072400,120.000000,8.815385,8.493175,9.539209,9.861419,-110.138581
600,2124,303,0.095040,68.000000,-2.495385,-2.495385,-3.541419,-3.541419,-64.458581
601,345,305,0.055870,120.000000,12.783498,13.107395,12.251776,11.927879,-108.072121
602,460,305,0.127690,140.000000,-17.793609,-16.980874,-15.600263,-16.412997,-123.587003
603,512,305,0.135120,91.000000,8.389360,8.523286,8.178074,8.044147,-82.955853
604,493,306,0.019590,120.000000,6.973927,8.717578,9.747076,8.003425,-111.996575
605,462,307,0.053550,120.000000,15.071870,15.071870,15.382410,15.382410,-104.617590
606,508,307,0.032150,120.000000,3.268130,3.268130,2.957590,2.957590,-117.042410
607,349,309,0.044880,120.000000,-69.460000,-71.989895,-71.989895,-69.460000,-50.540000
608,309,520,0.013310,140.000000,90.681170,94.128605,94.140808,90.693373,-49.306627
609,312,310,0.061900,120.000000,-24.540844,-9.597152,-7.003225,-21.946917,-98.053083
610,420,310,0.007770,140.000000,-114.109402,-123.854074,-124.196768,-114.452096,-25.547904
611,435,310,0.059590,120.000000,-0.610000,-0.732000,-0.732000,-0.610000,-119.390000
612,477,310,0.044460,137.000000,-110.739754,-117.669199,-118.068007,-111.138562,-25.861438
613,312,311,0.000100,438.000000,-7.103082,-22.674774,-24.993847,-9.422155,-428.577845
614,372,311,0.120000,90.000000,39.503082,48.594774,50.913847,41.822155,-48.177845
615,323,312,0.075210,91.000000,-31.643925,-32.271926,-31.997072,-31.369072,-59.630928
616,2245,313,0.067600,34.000000,7.120000,7.120000,7.120000,7.120000,-26.880000
617,381,314,0.101240,68.000000,55.173004,55.173004,54.736369,54.736369,-13.263631
618,387,314,0.071570,90.000000,-48.943004,-48.943004,-48.506369,-48.506369,-41.493631
619,315,341,0.031570,90.000000,-10.796530,-10.796530,-11.943644,-11.943644,-78.056356
620,2249,315,0.101320,90.000000,-1.326530,-1.326530,-2.473644,-2.473644,-87.526356
621,352,316,0.010170,120.000000,21.400000,25.680000,25.680000,21.400000,-98.600000
622,391,316,0.014460,120.000000,-5.200000,-6.240000,-6.240000,-5.200000,-114.800000
623,317,468,0.035620,120.000000,42.553970,42.553970,42.143407,42.143407,-77.856593
624,514,317,0.001490,120.000000,49.673970,49.673970,49.263407,49.263407,-70.736593
625,318,467,0.001490,140.000000,-18.331579,-21.999579,-22.107845,-18.439845,-121.560155
626,319,517,0.045210,182.000000,-22.190000,-17.752000,-17.752000,-22.190000,-159.810000
627,348,320,0.047360,140.000000,-33.739300,-33.739300,-34.360441,-34.360441,-105.639559
628,451,321,0.005120,120.000000,-4.791638,1.783696,2.298139,-4.277195,-115.722805
629,454,321,0.019010,137.000000,-21.380000,-17.104000,-17.104000,-21.380000,-115.620000
630,321,467,0.058430,120.000000,79.421579,86.902305,87.010570,79.529845,-40.470155
631,485,321,0.027190,120.000000,31.736510,21.799233,21.551461,31.488738,-88.511262
632,506,321,0.010830,140.000000,-76.253124,-79.037131,-79.912548,-77.128540,-62.871460
633,321,530,0.016940,120.000000,15.280000,12.224000,12.224000,15.280000,-104.720000
634,351,322,0.020250,120.000000,-21.709223,-21.733643,-23.131326,-23.106906,-96.893094
635,389,322,0.028680,120.000000,-49.826983,-60.737912,-62.075942,-51.165013,-68.834987
636,452,322,0.006690,120.000000,18.437735,30.381297,32.128219,20.184657,-99.815343
637,455,322,0.019750,120.000000,-34.300130,-26.447385,-26.307008,-34.159753,-85.840247
638,322,475,0.012810,120.000000,37.680000,30.144000,30.144000,37.680000,-82.320000
639,322,478,0.095040,120.000000,16.526030,22.036583,22.447146,16.936593,-103.063407
640,490,322,0.033970,120.000000,5.100871,-8.309750,-7.535912,5.874710,-114.125290
641,538,324,0.037690,90.000000,-10.325332,-12.141226,-13.044990,-11.229095,-78.770905
642,371,325,0.012980,120.000000,9.787440,9.787440,9.787440,9.787440,-110.212560
643,375,325,0.037770,120.000000,3.862560,3.934923,3.934923,3.862560,-116.137440
644,364,326,0.093140,120.000000,1.508611,0.338494,0.452943,1.623060,-118.376940
645,361,328,0.030000,120.000000,1.830000,10.996000,10.996000,1.830000,-118.170000
646,375,329,0.054050,120.000000,1.830000,1.880567,1.880567,1.830000,-118.170000
647,374,330,0.034630,120.000000,4.360000,14.032000,14.032000,4.360000,-115.640000
648,360,331,0.030990,120.000000,5.360000,6.971787,6.971787,5.360000,-114.640000
649,395,334,0.127600,120.000000,29.643766,24.076436,23.594298,29.161627,-90.838373
650,369,335,0.070660,68.000000,17.732509,17.732509,18.677655,18.677655,-49.322345
651,2331,335,0.119010,68.000000,-13.652509,-13.652509,-14.597655,-14.597655,-53.402345
652,347,336,0.083140,90.000000,32.328042,32.328042,32.277095,32.277095,-57.722905
653,377,337,0.017520,137.000000,4.967041,4.967041,5.296169,5.296169,-131.703831
654,379,337,0.121320,120.000000,8.508870,8.508870,7.515623,7.515623,-112.484377
655,394,338,0.106030,90.000000,-28.798255,-21.533453,-18.365380,-25.630181,-64.369819
656,419,339,0.132640,137.000000,-14.770000,-11.816000,-11.816000,-14.770000,-122.230000
657,342,445,0.085120,120.000000,-65.099704,-56.539845,-51.954959,-60.514818,-59.485182
658,624,342,0.083880,90.000000,-21.139590,-18.566555,-16.965257,-19.538292,-70.461708
659,710,342,0.045040,122.000000,-15.228724,-14.119784,-11.250646,-12.359586,-109.640414
660,377,343,0.019670,90.000000,-14.127041,-14.127041,-14.456169,-14.456169,-75.543831
661,346,344,0.012980,140.000000,64.465233,64.465233,64.053224,64.053224,-75.946776
662,344,346,0.014460,90.000000,-57.867131,-57.867131,-57.497292,-57.497292,-32.502708
663,381,344,0.012070,90.000000,-65.553004,-65.553004,-65.116369,-65.116369,-24.883631
664,523,344,0.055120,140.000000,-43.539360,-43.539360,-43.194147,-43.194147,-96.805853
665,347,345,0.128600,140.000000,30.513498,30.513498,29.657879,29.657879,-110.342121
666,386,347,0.191980,91.000000,-39.276047,-39.276047,-39.661703,-39.661703,-51.338297
667,526,350,0.072150,120.000000,37.674996,42.361463,43.299387,38.612920,-81.387080
668,406,352,0.017930,137.000000,-50.466718,-63.296674,-64.042399,-51.212443,-85.787557
669,429,353,0.025370,120.000000,-13.932964,-5.035325,-4.902715,-13.800355,-106.199645
670,370,354,0.137020,120.000000,-18.361563,-19.326420,-18.056981,-17.092124,-102.907876
671,402,355,0.024210,182.000000,-4.280000,-3.424000,-3.424000,-4.280000,-177.720000
672,360,356,0.025450,120.000000,39.788870,40.787905,39.794658,38.795623,-81.204377
673,432,356,0.060250,120.000000,-36.828870,-37.235905,-36.242658,-35.835623,-84.164377
674,509,357,0.084630,140.000000,-36.399360,-36.399360,-36.054147,-36.054147,-103.945853
675,523,357,0.064790,90.000000,38.439360,38.439360,38.094147,38.094147,-51.905853
676,358,380,0.012560,90.000000,-6.920000,-8.304000,-8.304000,-6.920000,-83.080000
677,375,359,0.074300,120.000000,-5.692560,-5.815490,-5.815490,-5.692560,-114.307440
678,378,359,0.006200,120.000000,-36.167440,-38.081440,-38.081440,-36.167440,-83.832560
679,393,359,0.017110,90.000000,-50.389261,-51.082820,-50.425442,-49.731882,-40.268118
680,374,361,0.041160,120.000000,61.834498,64.970213,62.816020,59.680306,-60.319694
681,362,373,0.026200,120.000000,0.000000,0.000000,0.000000,0.000000,-120.000000
682,477,363,0.066450,137.000000,28.964520,29.983733,31.359028,30.339815,-106.660185
683,439,364,0.064380,120.000000,4.058611,2.378494,2.492943,4.173060,-115.826940
684,416,365,0.034210,140.000000,-20.738362,-21.307696,-21.822139,-21.252805,-118.747195
685,440,365,0.076120,90.000000,-38.535332,-39.677226,-40.580990,-39.439095,-50.560905
686,484,366,0.040170,120.000000,-20.412741,-29.290535,-30.374913,-21.497120,-98.502880
687,504,366,0.063550,140.000000,-48.997735,-54.829297,-56.576219,-50.744657,-89.255343
688,578,366,0.130250,68.000000,28.987595,38.080676,39.990843,30.897762,-37.102238
689,370,367,0.015870,120.000000,3.791563,7.670420,6.400981,2.522124,-117.477876
690,445,367,0.088680,120.000000,-79.869704,-68.355845,-63.770959,-75.284818,-44.715182
691,376,368,0.021400,120.000000,-1.728585,-0.143953,-0.462908,-2.047540,-117.952460
692,433,368,0.034790,120.000000,-45.790000,-36.432000,-36.432000,-45.790000,-74.210000
693,378,371,0.008180,120.000000,26.597440,26.597440,26.597440,26.597440,-93.402560
694,393,373,0.016030,120.000000,41.639261,41.639261,40.981882,40.981882,-79.018118
695,395,374,0.145290,120.000000,-43.063766,-42.180436,-41.698298,-42.581627,-77.418373
696,428,374,0.082230,120.000000,-61.776784,-62.562280,-63.124630,-62.339133,-57.660867
697,432,379,0.099670,120.000000,33.458870,33.458870,32.465623,32.465623,-87.534377
698,410,380,0.073310,120.000000,-7.017905,-13.139347,-12.501217,-6.379776,-113.620224
699,1602,380,0.108600,120.000000,21.567905,30.599347,29.961217,20.929776,-99.070224
700,464,382,0.005870,68.000000,0.140000,1.768000,1.768000,0.140000,-67.860000
701,383,488,0.002310,93.000000,-14.400000,-9.920000,-9.920000,-14.400000,-78.600000
702,389,385,0.014210,120.000000,38.626983,47.297912,48.635942,39.965013,-80.034987
703,415,387,0.078100,120.000000,-34.073004,-34.073004,-33.636369,-33.636369,-86.363631
704,481,388,0.037190,90.000000,-64.360000,-64.360000,-64.360000,-64.360000,-25.640000
705,388,518,0.018020,137.000000,-82.190000,-81.923040,-81.923040,-82.190000,-54.810000
706,529,390,0.095120,137.000000,7.520000,5.116000,5.116000,7.520000,-129.480000
707,404,392,0.004710,140.000000,-18.180000,-13.944000,-13.944000,-18.180000,-121.820000
708,532,394,0.047690,120.000000,-17.088255,-12.165453,-8.997380,-13.920181,-106.079819
709,526,396,0.014960,120.000000,-14.896229,-29.385799,-31.182309,-16.692738,-103.307262
710,512,397,0.139340,90.000000,4.180000,4.180000,4.180000,4.180000,-85.820000
711,481,398,0.039260,90.000000,9.160000,9.160000,9.160000,9.160000,-80.840000
712,1129,399,0.071070,120.000000,9.260000,11.112000,11.112000,9.260000,-110.740000
713,404,400,0.007850,90.000000,9.160000,7.328000,7.328000,9.160000,-80.840000
714,434,401,0.037360,90.000000,8.881890,8.881890,8.748229,8.748229,-81.251771
715,403,517,0.003970,182.000000,-4.080000,-3.264000,-3.264000,-4.080000,-177.920000
716,405,444,0.012480,90.000000,-24.060000,-19.248000,-19.248000,-24.060000,-65.940000
717,446,405,0.011740,90.000000,-18.650000,-14.920000,-14.920000,-18.650000,-71.350000
718,407,431,0.047850,140.000000,23.440000,28.128000,28.128000,23.440000,-116.560000
719,526,407,0.022640,137.000000,43.550000,44.216000,44.216000,43.550000,-93.450000
720,417,408,0.061820,120.000000,51.732691,53.843040,54.023841,51.913493,-68.086507
721,532,409,0.063310,120.000000,9.258255,5.901453,2.733380,6.090181,-113.909819
722,660,409,0.096690,122.000000,-2.138255,-0.205453,2.962620,1.029819,-120.970181
723,525,410,0.032730,90.000000,2.452095,-1.775347,-1.137217,3.090224,-86.909776
724,412,411,0.020910,140.000000,12.465030,18.454434,20.851968,14.862564,-125.137436
725,423,411,0.190740,90.000000,-2.352565,-7.139234,-7.881303,-3.094633,-86.905367
726,426,411,0.095870,90.000000,-7.626391,-14.163126,-15.543737,-9.007003,-80.992997
727,413,412,0.020740,140.000000,20.095030,24.558434,26.955968,22.492564,-117.507436
728,612,413,0.323970,137.000000,60.111717,65.461903,67.014723,61.664537,-75.335463
729,643,413,0.130250,68.000000,-19.246687,-24.287469,-23.442755,-18.401973,-49.598027
730,451,416,0.044380,137.000000,0.131638,-4.611696,-5.126139,-0.382805,-136.617195
731,447,417,0.026280,120.000000,54.382691,57.023040,57.203841,54.563493,-65.436507
732,459,418,0.008430,137.000000,13.750000,13.750000,13.750000,13.750000,-123.250000
733,477,420,0.043970,140.000000,-91.809402,-97.094074,-97.436768,-92.152096,-47.847904
734,516,421,0.034960,91.000000,14.260000,14.260000,14.260000,14.260000,-76.740000
735,612,424,0.053140,122.000000,53.162709,45.831364,46.519101,53.850445,-68.149555
736,722,424,0.090080,68.000000,-40.532709,-35.727364,-36.415101,-41.220445,-26.779555
737,425,438,0.155040,120.000000,-11.444112,-8.049462,-7.166857,-10.561507,-109.438493
738,492,425,0.073220,120.000000,17.450386,10.680750,9.409163,16.178799,-103.821201
739,536,425,0.094210,90.000000,-21.094668,-21.527872,-20.624108,-20.190905,-69.809095
740,535,426,0.076280,68.000000,5.983609,2.808874,1.428263,4.602997,-63.397003
741,528,427,0.053880,91.000000,36.160000,43.392000,43.392000,36.160000,-54.840000
742,613,430,0.185870,122.000000,57.758299,59.214976,59.945008,58.488330,-63.511670
743,676,439,0.055700,122.000000,6.708611,4.498494,4.612943,6.823060,-115.176940
744,527,441,0.012980,140.000000,3.277926,-2.462782,-3.289790,2.450920,-137.549080
745,487,443,0.057440,90.000000,23.520000,23.520000,23.520000,23.520000,-66.480000
746,449,445,0.016120,68.000000,0.000000,0.000000,0.000000,0.000000,-68.000000
747,450,446,0.008350,68.000000,0.000000,0.000000,0.000000,0.000000,-68.000000
748,469,448,0.042150,137.000000,-7.630000,-9.156000,-9.156000,-7.630000,-129.370000
749,482,448,0.062480,137.000000,-63.569626,-74.475869,-73.204945,-62.298703,-74.701297
750,504,452,0.009920,120.000000,22.517735,33.645297,35.392219,24.264657,-95.735343
751,464,455,0.017770,120.000000,-15.391914,-36.414252,-36.629239,-15.606901,-104.393099
752,502,455,0.007110,120.000000,11.651784,34.414867,34.770231,12.007148,-107.992852
753,490,456,0.012310,120.000000,-9.803923,-4.345267,-4.743128,-10.201783,-109.798217
754,494,456,0.033220,120.000000,61.743923,66.673267,67.071128,62.141783,-57.858217
755,498,456,0.001650,144.000000,-24.440000,-29.328000,-29.328000,-24.440000,-119.560000
756,476,457,0.027850,137.000000,22.991170,22.991170,23.003373,23.003373,-113.996627
757,514,457,0.017360,120.000000,5.528830,5.528830,5.516627,5.516627,-114.483373
758,535,460,0.017520,68.000000,-7.003609,-4.032874,-2.652263,-5.622997,-62.377003
759,508,461,0.024630,120.000000,-34.848130,-34.416003,-34.105463,-34.537590,-85.462410
760,515,461,0.003060,120.000000,56.228130,59.706331,59.395790,55.917590,-64.082410
761,465,462,0.008510,140.000000,54.791870,54.791870,55.102410,55.102410,-84.897590
762,497,463,0.006940,120.000000,34.493124,45.629131,46.504548,35.368540,-84.631460
763,514,463,0.020660,120.000000,-6.993124,-13.505124,-14.380540,-7.868540,-112.131460
764,515,464,0.020660,120.000000,6.128086,-8.990252,-9.205239,5.913099,-114.086901
765,494,465,0.038760,120.000000,78.211870,82.644739,82.955280,78.522410,-41.477590
766,468,531,0.001740,140.000000,11.993970,11.993970,11.583407,11.583407,-128.416593
767,470,923,0.029750,140.000000,0.000000,0.000000,0.000000,0.000000,-140.000000
768,479,475,0.007850,120.000000,-15.280000,-12.224000,-12.224000,-15.280000,-104.720000
769,507,476,0.012310,120.000000,39.661170,39.661170,39.673373,39.673373,-80.326627
770,521,476,0.014710,137.000000,-7.510000,-7.510000,-7.510000,-7.510000,-129.490000
771,501,477,0.022070,120.000000,-65.524636,-71.812500,-71.178707,-64.890844,-55.109156
772,518,477,0.022070,137.000000,-98.900000,-101.975040,-101.975040,-98.900000,-38.100000
773,478,531,0.011400,140.000000,-7.913970,-7.291417,-6.880854,-7.503407,-132.496593
774,480,530,0.006940,120.000000,-10.180000,-8.144000,-8.144000,-10.180000,-109.820000
775,487,481,0.011570,90.000000,-36.350000,-36.350000,-36.350000,-36.350000,-53.650000
776,482,1078,0.113220,90.000000,5.972459,5.010472,3.980705,4.942692,-85.057308
777,2043,482,0.103970,90.000000,-27.527167,-33.181397,-32.940241,-27.286011,-62.713989
778,488,483,0.002310,93.000000,-16.400000,-11.520000,-11.520000,-16.400000,-76.600000
779,483,502,0.001900,89.000000,-53.060000,-40.848000,-40.848000,-53.060000,-35.940000
780,494,484,0.048020,120.000000,-6.152741,-17.882535,-18.966913,-7.237120,-112.762880
781,489,485,0.007930,120.000000,78.576510,65.168944,64.921173,78.328738,-41.671262
782,507,486,0.010990,120.000000,-67.161170,-65.904605,-65.916808,-67.173373,-52.826627
783,500,489,0.009420,120.000000,75.513377,71.029831,70.863196,75.346741,-44.653259
784,505,489,0.022310,140.000000,25.463133,21.019113,20.937977,25.381997,-114.618003
785,491,490,0.006860,140.000000,13.636949,9.352983,9.728961,14.012926,-125.987074
786,494,491,0.041320,140.000000,50.296949,53.344983,53.720961,50.672926,-89.327074
787,496,493,0.010580,120.000000,-12.220000,-14.664000,-14.664000,-12.220000,-107.780000
788,500,493,0.010660,101.000000,-80.613377,-77.149831,-76.983196,-80.446741,-20.553259
789,505,493,0.018930,140.000000,-52.963133,-54.019113,-53.937977,-52.881997,-87.118003
790,495,494,0.010580,120.000000,-11.200000,-13.440000,-13.440000,-11.200000,-108.800000
791,497,506,0.039670,140.000000,-58.933124,-65.181131,-66.056548,-59.808540,-80.191460
792,502,499,0.003720,144.000000,21.420000,17.136000,17.136000,21.420000,-122.580000
793,515,501,0.017600,120.000000,-12.574636,-8.272500,-7.638707,-11.940844,-108.059156
794,515,503,0.009920,137.000000,28.528421,28.528421,28.420155,28.420155,-108.579845
795,512,509,0.019340,90.000000,-19.999360,-19.999360,-19.654147,-19.654147,-70.345853
796,524,511,0.069090,90.000000,-0.042825,-0.042825,-0.611630,-0.611630,-89.388370
797,518,522,0.009500,137.000000,16.710000,20.052000,20.052000,16.710000,-120.290000
798,526,519,0.018180,137.000000,-2.505018,5.917421,5.360885,-3.061554,-133.938446
799,525,528,0.039340,120.000000,44.100000,52.920000,52.920000,44.100000,-75.900000
800,538,536,0.026120,90.000000,-6.074668,-7.538774,-6.635010,-5.170905,-84.829095
801,540,539,0.000100,438.000000,58.567996,61.410208,62.495172,59.652960,-378.347040
802,559,539,0.082810,137.000000,-9.455484,-4.853137,-5.462297,-10.064643,-126.935357
803,633,539,0.012980,137.000000,-6.880373,-5.888329,-6.071122,-7.063166,-129.936834
804,737,539,0.038930,137.000000,-17.354516,-31.148925,-31.443531,-17.649122,-119.350878
805,776,539,0.020250,108.000000,-24.877624,-19.519817,-19.518222,-24.876029,-83.123971
806,544,540,0.079830,137.000000,-13.020053,-5.280363,-5.453483,-13.193173,-123.806827
807,634,540,0.012810,137.000000,-7.496978,-6.499444,-6.692907,-7.690441,-129.309559
808,650,540,0.030660,137.000000,21.188404,15.973907,15.412110,20.626607,-116.373393
809,652,540,0.009920,58.000000,-40.062376,-31.492183,-31.493778,-40.063971,-17.936029
810,653,540,0.044380,137.000000,11.970661,8.964426,8.592173,11.598408,-125.401592
811,541,685,0.050740,137.000000,-3.300000,-2.640000,-2.640000,-3.300000,-133.700000
812,712,542,0.086530,137.000000,-14.995933,-24.533908,-24.586330,-15.048355,-121.951645
813,737,542,0.060990,137.000000,26.633114,39.011314,39.100173,26.721973,-110.278027
814,751,542,0.081070,137.000000,-0.247182,-0.809406,-0.845842,-0.283618,-136.716382
815,560,543,0.058020,137.000000,-2.482605,-2.482605,-2.633604,-2.633604,-134.366396
816,617,543,0.059170,137.000000,5.348394,4.831718,4.545517,5.062194,-131.937806
817,740,543,0.067360,137.000000,15.024211,15.024211,15.461410,15.461410,-121.538590
818,544,696,0.046030,137.000000,5.530053,-0.711637,-0.538517,5.703173,-131.296827
819,546,545,0.000100,438.000000,-31.462168,-37.757603,-37.799502,-31.504067,-406.495933
820,587,545,0.101070,137.000000,-19.627467,-21.267543,-21.250327,-19.610251,-117.389749
821,727,545,0.106860,89.000000,27.619975,28.089520,27.724077,27.254531,-61.745469
822,756,545,0.075620,137.000000,-7.858765,-10.216765,-10.614355,-8.256355,-128.743645
823,575,546,0.103470,137.000000,4.504238,2.787002,2.682330,4.399566,-132.600434
824,725,546,0.019920,137.000000,0.975648,-2.942320,-3.239520,0.678448,-136.321552
825,730,546,0.014790,108.000000,-18.008248,-25.021412,-25.283205,-18.270040,-89.729960
826,739,546,0.079590,137.000000,-3.320586,-4.899544,-5.157408,-3.578450,-133.421550
827,755,546,0.235120,78.000000,-15.613220,-7.681328,-6.801699,-14.733591,-63.266409
828,631,547,0.025120,137.000000,31.349699,40.962990,40.910324,31.297033,-105.702967
829,672,547,0.011570,137.000000,-11.906880,-18.144396,-18.128166,-11.890651,-125.109349
830,751,547,0.013220,137.000000,0.247182,0.809406,0.845842,0.283618,-136.716382
831,573,548,0.052730,137.000000,14.341745,12.978547,16.146620,17.509819,-119.490181
832,660,548,0.067270,137.000000,-6.651745,-6.826547,-9.994620,-9.819819,-127.180181
833,550,549,0.027020,137.000000,-9.900000,-7.920000,-7.920000,-9.900000,-127.100000
834,671,549,0.149750,76.000000,38.170103,42.291915,41.689871,37.568059,-38.431941
835,760,549,0.100410,76.000000,-12.880103,-22.059915,-21.457871,-12.278059,-63.721941
836,761,550,0.059500,137.000000,-5.500000,-4.400000,-4.400000,-5.500000,-131.500000
837,746,551,0.065620,108.000000,-2.930410,-0.689445,-2.290743,-4.531708,-103.468292
838,551,750,0.061820,108.000000,-0.546269,0.596230,-0.707718,-1.850217,-106.149783
839,757,551,0.018100,108.000000,22.822498,18.280723,16.148884,20.690660,-87.309340
840,784,551,0.010330,108.000000,-10.548358,-9.083048,-6.653859,-8.119169,-99.880831
841,553,552,0.018600,137.000000,6.989268,11.595492,12.180504,7.574281,-129.425719
842,588,552,0.100410,137.000000,-2.673066,-3.767752,-3.962014,-2.867328,-134.132672
843,643,552,0.107360,137.000000,2.790683,3.583986,3.108918,2.315614,-134.684386
844,771,552,0.104380,137.000000,5.683115,3.936274,4.020592,5.767433,-131.232567
845,658,553,0.098760,108.000000,22.979268,30.783492,31.368504,23.564281,-84.435719
846,703,554,0.100740,137.000000,-58.321551,-58.321551,-57.989023,-57.989023,-79.010977
847,744,554,0.127770,137.000000,62.121551,62.121551,61.789023,61.789023,-75.210977
848,555,693,0.013390,137.000000,21.334565,19.874714,19.587394,21.047245,-115.952755
849,555,785,0.094210,137.000000,-25.134565,-22.914714,-22.627394,-24.847245,-112.152755
850,559,556,0.094790,137.000000,-1.434516,-3.858863,-3.249703,-0.825357,-136.174643
851,674,556,0.098100,137.000000,-7.642673,-4.941558,-4.368022,-7.069137,-129.930863
852,781,556,0.072890,137.000000,32.257189,26.804421,25.621726,31.074493,-105.925507
853,558,557,0.018510,108.000000,-5.632393,-6.851552,-6.500478,-5.281320,-102.718680
854,690,557,0.038350,108.000000,42.623572,37.637534,37.123381,42.109420,-65.890580
855,733,557,0.059590,108.000000,-20.001179,-17.193982,-17.030903,-19.838100,-88.161900
856,579,558,0.115210,108.000000,0.367607,-2.051552,-1.700478,0.718680,-107.281320
857,617,560,0.054130,137.000000,8.507395,7.942611,7.791612,8.356396,-128.643604
858,568,561,0.030830,108.000000,13.690000,16.428000,16.428000,13.690000,-94.310000
859,569,562,0.033310,108.000000,13.690000,16.428000,16.428000,13.690000,-94.310000
860,569,563,0.018930,108.000000,19.329903,23.200096,23.199891,19.329699,-88.670301
861,571,563,0.018350,108.000000,-7.139903,-8.572096,-8.571891,-7.139699,-100.860301
862,598,564,0.031740,76.000000,-16.255279,-11.336607,-10.460281,-15.378954,-60.621046
863,655,564,0.019750,108.000000,-42.505009,-32.215098,-32.153831,-42.443742,-65.556258
864,669,564,0.046940,108.000000,0.052556,-8.614539,-9.521535,-0.854440,-107.145560
865,654,565,0.016860,137.000000,13.530415,11.354639,11.279936,13.455711,-123.544289
866,655,565,0.019090,108.000000,27.056565,22.304391,22.181476,26.933650,-81.066350
867,664,565,0.132560,108.000000,4.099888,5.105007,4.691325,3.686206,-104.313794
868,762,565,0.051070,137.000000,-44.686868,-38.764038,-38.152736,-44.075567,-92.924433
869,568,566,0.027850,137.000000,15.240097,18.283904,18.284109,15.240301,-121.759699
870,571,566,0.030500,137.000000,-2.550097,-3.055904,-3.056109,-2.550301,-134.449699
871,700,567,0.083220,137.000000,-0.161276,1.807784,-1.061354,-3.030414,-133.969586
872,716,567,0.031070,137.000000,5.661276,2.592216,5.461354,8.530414,-128.469586
873,569,568,0.000100,438.000000,-52.823902,-59.360648,-59.555781,-53.019035,-384.980965
874,672,568,0.132890,137.000000,9.706880,15.504396,15.488166,9.690651,-127.309349
875,712,568,0.055040,108.000000,2.787403,4.064493,4.001901,2.724811,-105.275189
876,656,569,0.099500,76.000000,-22.687375,-23.904895,-24.037995,-22.820475,-53.179525
877,712,569,0.055040,108.000000,2.883376,4.172343,4.110105,2.821139,-105.178861
878,666,570,0.090580,108.000000,-10.711179,-9.761982,-9.598903,-10.548100,-97.451900
879,733,570,0.046610,108.000000,18.901179,16.313982,16.150903,18.738100,-89.261900
880,694,572,0.084380,91.000000,-16.052709,-16.143364,-16.831101,-16.740445,-74.259555
881,722,572,0.065540,108.000000,28.342709,25.975364,26.663101,29.030445,-78.969555
882,594,573,0.057360,137.000000,-34.099430,-28.438271,-28.061112,-33.722270,-103.277730
883,613,573,0.066120,137.000000,51.741175,44.056818,46.847732,54.532089,-82.467911
884,710,574,0.011570,137.000000,2.200000,1.760000,1.760000,2.200000,-134.800000
885,741,575,0.124630,137.000000,13.294238,13.294238,13.189566,13.189566,-123.810434
886,576,721,0.071240,76.000000,-8.894821,-19.127362,-19.759108,-9.526567,-66.473433
887,732,576,0.000500,137.000000,-8.894821,-19.127362,-19.759108,-9.526567,-127.473433
888,581,577,0.024550,108.000000,3.149895,-1.173035,-1.526446,2.796484,-105.203516
889,685,577,0.089260,108.000000,2.850105,5.973035,6.326446,3.203516,-104.796484
890,661,578,0.051820,137.000000,50.867595,55.584676,57.494843,52.777762,-84.222238
891,582,579,0.027770,108.000000,3.667607,0.588448,0.939522,4.018680,-103.981320
892,580,644,0.065620,137.000000,-7.390000,-9.188000,-9.188000,-7.390000,-129.610000
893,755,581,0.079260,108.000000,-0.966973,-7.481072,-7.223182,-0.709083,-107.290917
894,765,581,0.014630,108.000000,15.606868,15.500038,14.888736,14.995567,-93.004433
895,688,582,0.076450,137.000000,7.748737,4.873453,5.071571,7.946855,-129.053145
896,749,582,0.026450,137.000000,2.718870,1.154995,1.307951,2.871826,-134.128174
897,607,583,0.026200,108.000000,5.826316,5.638760,5.536166,5.723722,-102.276278
898,619,583,0.067020,137.000000,9.563684,9.563684,9.666278,9.666278,-127.333722
899,584,585,0.033060,137.000000,-4.075938,-4.075938,-4.075938,-4.075938,-132.924062
900,697,584,0.086030,137.000000,4.914062,4.674846,4.674846,4.914062,-132.085938
901,585,778,0.157690,137.000000,-18.465938,-20.605864,-20.605864,-18.465938,-118.534062
902,762,586,0.047690,137.000000,28.996868,26.212038,25.600736,28.385567,-108.614433
903,765,586,0.013140,108.000000,-20.606868,-19.500038,-18.888736,-19.995567,-88.004433
904,628,587,0.031820,137.000000,-19.627467,-21.267543,-21.250327,-19.610251,-117.389749
905,595,588,0.062310,137.000000,3.250930,2.384765,2.560149,3.426313,-133.573687
